full_name,diameter,rot_per
 46165 (2001 FF80),5.816,11.03
 46186 (2001 FS124),2.206,3.004
 46234 (2001 HK9),6.220,5.870
 46242 (2001 HQ12),4.893,20.86
 46244 (2001 HU15),12.676,5.013
 46251 (2001 HO31),6.922,14.542
 46264 (2001 HB50),3.816,2.542
 46274 (2001 JU3),6.839,10.798
 46304 (2001 OZ62),4.473,2.655
 46325 (2001 QZ130),12.681,9.484
 46339 (2001 RU81),4.035,4.180
 46342 (2001 SC53),9.562,7.01
 46352 (2001 SZ266),3.200,2.940
 46361 (2001 TR105),9.250,7.387
 46376 (2001 XD3),1.786,5.73569
 46436 (2002 LH5),15.042,3.884
 46451 (3050 P-L),11.012,6.462
 46452 (3097 P-L),8.637,20.447
 46475 (3204 T-1),3.336,3.327
 46537 (1981 EV45),5.878,5.85
 46538 (1981 UC26),9.318,3.74
 46539 Viktortikhonov (1982 UE12),5.667,16.743
 46559 (1991 PC1),1.436,5.168
 46566 (1991 RW21),6.513,2.074
 46587 (1992 UJ1),2.149,45.189
 46616 (1994 AM),7.567,10.524
 46620 (1994 EL1),3.861,20.
 46639 (1995 BN4),10.161,6.214
 46643 Yanase (1995 KM),6.036,5.852
 46654 (1995 UB8),5.307,3.5491
 46665 (1996 FD),5.253,2.989
 46672 (1996 OA),8.634,3.55
 46690 (1997 AN23),1.780,3.413
 46721 (1997 QW3),6.281,8.28
 46725 (1997 SS13),6.816,8.14
 46800 (1998 KH27),4.485,4.14
 46861 (1998 QJ73),3.803,7.285
 46868 (1998 QM93),4.271,3.646
 46875 (1998 QD104),4.514,88.734
 46945 (1998 SB107),3.005,13.
 46953 (1998 SB121),6.275,4.0
 46968 (1998 SJ135),2.911,5.856
 46977 Krakow (1998 SE144),6.037,8.44
 46989 (1998 TO5),7.927,9.0420
 47017 (1998 VE4),4.189,3.258
 47043 (1998 WX3),4.042,4.676
 47069 (1998 XC73),6.151,784.520
 47073 (1998 XP95),6.787,4.656
 47081 (1998 YV9),6.658,7.46
 47082 (1998 YA15),3.858,2.961
 47095 (1999 AQ25),7.628,0.36
 47115 (1999 CH62),14.730,11.556
 47116 (1999 CL64),9.933,19.712
 47127 (1999 CJ103),6.343,4.370
 47141 (1999 HB3),2.625,2.8614
 47149 (1999 RX34),2.652,9.50
 47170 (1999 TE33),1.764,16.
 47219 (1999 UU41),7.035,10.553
 47330 (1999 XQ31),4.548,178.065
 47340 (1999 XK39),1.819,40.00
 47373 (1999 XT91),4.031,2.111
 47386 (1999 XX101),6.807,8.433
 47436 (1999 XM176),4.238,3.843
 47485 (2000 AO22),4.478,2.892
 47496 (2000 AU43),2.020,4.02
 47508 (2000 AQ58),3.861,5.05521
 47536 (2000 AB102),3.362,8.868
 47549 (2000 AE126),3.434,4.578
 47574 (2000 AF171),3.362,4.324751
 47582 (2000 AO179),4.371,12.402
 47608 (2000 AE243),9.175,9.128
 47614 (2000 BO14),10.988,4.88
 47644 (2000 CO36),11.894,6.15
 47651 (2000 CV42),5.356,19.250
 47662 (2000 CN53),5.692,8.97
 47676 (2000 CE71),8.154,3.787
 47678 (2000 CT75),15.678,9.453
 47691 (2000 CT92),5.264,3.87
 47714 (2000 DS24),7.082,10.
 47742 (2000 DX73),7.693,7.74
 47745 (2000 DE77),9.069,3.28
 47780 (2000 EM13),4.227,2.53
 47798 (2000 EP45),7.707,6.840
 47815 (2000 EP85),5.058,8.820
 47819 (2000 EJ91),6.436,5.08
 47823 (2000 EK97),10.117,5.52
 47840 (2000 EW119),4.498,4.146
 47841 (2000 EO121),4.714,2.887
 47856 (2000 EO154),4.862,2.72
 47857 (2000 ET155),6.786,7.658
 47858 (2000 EB158),8.445,6.715
 47865 (2000 FK3),7.221,3.549
 47896 (2000 GE36),8.955,9.175
 47911 (2000 GT76),6.747,5.686
 47922 (2000 GK109),6.851,37.394
 47924 (2000 GS113),6.033,7.030
 47940 (2000 HE59),13.899,8.332
 47957 (2000 QN116),26.634,10.929
 47963 (2000 SO56),26.772,13.730
 47993 (2000 YM105),2.890,23.18
 48048 (2001 DG88),6.667,3.403
 48147 (2001 FO160),5.458,26.17
 48154 (2001 GT3),4.428,5.56
 48157 (2001 GB7),3.245,5.339
 48182 (2001 HH40),7.887,4.214
 48189 (2001 HR49),10.616,19.455
 48233 (2001 LY9),8.474,3.62
 48234 (2001 LT13),5.315,11.558
 48251 (2001 TA190),2.922,32.944
 48267 (2001 YA118),2.197,8.179
 48282 (2002 FA22),5.520,10.040
 48284 (2002 GD60),4.765,14.33
 48286 (2002 GZ96),5.641,11.431
 48290 (2002 JH),2.466,5.581
 48298 (2002 LL33),4.241,6.71
 48307 (2002 LP53),10.568,3.79
 48317 (2002 NY20),8.033,7.11
 48322 (2002 NT32),5.522,3.550
 48349 (4239 P-L),6.691,3.760
 48353 (6616 P-L),6.732,9.903
 48436 (1989 VK),2.768,5.45
 48438 (1989 WJ2),36.052,17.672
 48469 (1991 TQ1),4.802,5.8182
 48476 (1991 UP3),1.827,6.81
 48507 (1993 FS11),2.982,6.9
 48528 (1993 OC3),3.579,3.707
 48593 (1994 VF),2.954,113.312
 48617 (1995 HR2),4.719,4.058
 48635 (1995 SU52),2.401,28.106
 48644 (1995 UG7),2.612,8.28
 48652 (1995 VB),2.249,13.829
 48663 (1995 WY7),2.302,6.23
 48707 (1996 KR1),1.524,230.
 48721 (1996 UJ2),6.457,5.416
 48734 (1997 CZ16),2.171,6.446
 48744 (1997 FY2),2.630,4.067
 48786 (1997 SH4),8.071,4.180
 48820 (1997 WW33),7.548,4.55
 48842 (1998 BA44),17.019,6.184
 48865 (1998 HT46),4.004,7.996
 48900 (1998 MP22),3.552,6.570
 48902 (1998 MP31),3.159,5.44
 48935 (1998 QK1),2.363,5.363
 48944 (1998 QT13),1.855,4.30
 48969 (1998 QT38),2.722,3.258
 48981 (1998 QD45),3.673,6.979
 49039 (1998 RH),3.069,72.
 49069 (1998 RM54),1.899,62.007
 49155 (1998 SZ53),4.165,2.62
 49193 (1998 SM91),2.262,5.66
 49256 (1998 TA31),5.514,21.864
 49257 (1998 TJ31),3.070,3.166
 49349 (1998 WW6),3.838,12.161
 49389 (1998 XS20),6.940,7.138
 49395 (1998 XW32),3.578,3.971
 49406 (1998 XP47),5.015,2.825
 49411 (1998 XT51),11.326,5.408
 49418 (1998 XP73),4.096,3.620
 49423 (1998 XR77),2.863,5.384
 49425 (1998 XE80),6.104,7.274
 49431 (1998 XB99),6.684,61.961
 49432 (1998 YD),4.681,30.909
 49438 (1998 YD4),5.036,7.44
 49439 (1998 YC5),4.758,31.283
 49446 (1998 YO9),4.108,28.326
 49447 (1998 YW11),9.461,3.383
 49482 (1999 BV12),7.325,8.117
 49507 (1999 CF20),3.585,10.745
 49526 (1999 CP40),4.784,4.073
 49540 (1999 CU63),11.217,7.190
 49566 (1999 CM106),9.442,24.
 49569 (1999 CH109),6.536,4.641
 49570 (1999 CQ110),7.318,3.874
 49574 (1999 CO119),5.857,6.2
 49582 (1999 CB128),4.962,5.342
 49584 (1999 CE133),7.573,4.82
 49585 (1999 CO137),8.220,4.10
 49586 (1999 CD138),5.967,144.
 49597 (1999 FY12),5.539,6.368
 49603 (1999 FC25),8.153,5.152
 49607 (1999 FC28),10.096,42.133
 49616 (1999 FY42),10.244,7.397
 49617 (1999 FJ43),6.393,15.823
 49622 (1999 GO3),10.960,5.513
 49630 (1999 GB21),22.037,78.94
 49636 (1999 HJ1),3.940,2.821
 49642 (1999 JK26),6.144,220.047
 49652 (1999 JW81),3.158,3.798
 49653 (1999 JO85),5.536,8.
 49662 (1999 KC3),14.300,8.032
 49671 (1999 RP46),10.913,700.072
 49672 (1999 RM103),2.151,4.648
 49674 (1999 SB5),2.777,7.56
 49675 (1999 SW27),1.896,4.994
 49678 (1999 TQ7),1.120,3.957
 49719 (1999 VE50),2.634,1.24
 49766 (1999 WS),2.440,6.82
 49781 (1999 XT7),5.240,6.436
 49795 (1999 XJ32),5.881,5.938
 49832 (1999 XA84),3.180,2.520
 49859 (1999 XB100),8.275,12.591
 49879 (1999 XH135),2.421,5.875
 49889 (1999 XA158),4.922,7.06
 49904 (1999 XN165),5.232,10.441
 49910 (1999 XS169),2.844,2.758
 49923 (1999 XQ174),5.307,5.21
 49953 (1999 XL215),3.929,2.99645
 50016 (2000 AT32),2.060,2.92
 50031 (2000 AH47),3.076,6.61
 50034 (2000 AJ48),2.762,61.564
 50038 (2000 AT54),8.477,7.26
 50081 (2000 AL88),2.270,9.589
 50089 (2000 AA95),2.715,5.865
 50129 (2000 AN125),3.089,3.002
 50142 (2000 AY129),6.670,18.274
 50171 (2000 AA159),4.041,5.462
 50176 (2000 AH163),3.896,158.592
 50196 (2000 AM198),2.855,10.166
 50287 (2000 CT26),3.818,3.430
 50303 (2000 CX36),4.421,3.625
 50329 (2000 CK56),2.452,7.06
 50332 (2000 CP57),4.207,13.241
 50338 (2000 CU61),2.023,5.720
 50352 (2000 CK70),5.564,10.535
 50378 (2000 CV88),9.987,5.605
 50381 (2000 CG89),4.667,9.657
 50399 (2000 CQ102),6.432,3.42
 50403 (2000 CB114),6.615,2.5671
 50406 (2000 CK116),4.026,7.156
 50411 (2000 DS),12.246,5.020
 50413 Petrginz (2000 DQ1),3.308,4.80
 50433 (2000 DC22),6.396,8.42
 50468 (2000 DA69),4.243,7.2
 50493 (2000 DL93),3.031,4.638
 50495 (2000 DU93),10.619,13.927
 50511 (2000 DZ101),3.692,8.
 50518 (2000 DL109),1.392,6.071
 50554 (2000 EC24),5.673,161.921
 50566 (2000 EL38),7.198,4.606
 50569 (2000 ET38),8.672,6.222
 50573 (2000 EX39),3.477,3.9789
 50596 (2000 EV47),5.834,2.908
 50647 (2000 EN88),6.044,319.971
 50648 (2000 EL89),4.082,4.80
 50652 (2000 ER91),5.753,4.396
 50672 (2000 EN107),4.045,5.216
 50682 (2000 EJ111),11.317,7.237
 50694 (2000 EM124),7.029,3.962
 50719 Elizabethgriffin (2000 EG140),3.307,1256.016
 50730 (2000 EZ149),4.060,7.395
 50734 (2000 EP153),3.060,7.972
 50739 (2000 EY156),4.753,7.725
 50740 (2000 EO157),9.921,12.932
 50748 (2000 ED171),3.247,2.974
 50759 (2000 EF183),3.499,3.145
 50776 (2000 FS12),4.787,11.156
 50811 (2000 FZ29),3.589,5.177
 50822 (2000 FH35),6.744,6.
 50827 (2000 FN37),5.390,2.68
 50866 Davidesprizzi (2000 GX3),6.293,2.179
 50893 (2000 GX41),4.399,4.224
 50895 (2000 GH42),4.156,6.411
 50897 (2000 GA44),7.957,17.428
 50914 (2000 GE56),9.191,41.048
 50926 (2000 GF65),4.619,6.27
 50934 (2000 GW68),5.118,17.9
 50960 (2000 GN82),6.171,12.15
 50966 (2000 GZ85),4.856,3.119
 50972 (2000 GE90),6.942,7.56
 50990 (2000 GH94),4.970,5.149
 50991 (2000 GK94),3.558,7.010
 51009 (2000 GF103),8.434,73.783
 51033 (2000 GD122),10.066,5.784
 51035 (2000 GO124),4.175,14.401
 51040 (2000 GC134),5.726,7.869
 51069 (2000 GV157),5.398,3.904
 51075 (2000 GG162),1.796,1.0
 51096 (2000 HP7),11.999,8.11
 51099 (2000 HZ8),5.205,7.692
 51100 (2000 HQ10),7.973,15.
 51109 (2000 HA25),2.087,4.92
 51122 (2000 HN35),9.090,2.7378
 51131 (2000 HM41),5.326,10.099
 51135 (2000 HO44),10.827,4.486
 51154 (2000 HC56),6.489,6.125
 51156 (2000 HJ56),9.170,4.446
 51191 (2000 HT94),5.055,13.235
 51214 (2000 JF22),10.061,5.503
 51220 (2000 JG23),3.192,198.808
 51224 (2000 JU24),6.642,34.890
 51238 (2000 JT34),12.488,250.645
 51276 (2000 JZ81),4.167,5.555
 51283 (2000 KN7),5.943,4.775
 51286 (2000 KX15),11.103,3.56
 51299 (2000 KK52),5.793,8.949
 51332 (2000 LP35),14.224,5.870
 51339 (2000 OA61),18.717,19.449
 51350 (2000 QU176),27.121,11.306
 51357 (2000 RM88),19.303,9.07
 51364 (2000 SU333),27.850,30.56
 51365 (2000 TA42),40.606,58.76
 51495 (2001 FO79),3.672,17.919
 51524 (2001 FJ121),2.443,3.086
 51542 (2001 FA147),2.644,2.819
 51609 (2001 HZ32),1.966,6.767
 51612 (2001 HT33),7.729,3.49
 51613 (2001 HS34),2.279,6.23
 51624 (2001 HT37),4.127,12.086
 51656 (2001 JD),4.382,11.908
 51734 (2001 KX46),3.639,15.434
 51744 (2001 KP56),3.005,9.743
 51761 (2001 LD7),15.285,4.087
 51777 (2001 MG8),10.199,155.931
 51780 (2001 MB9),4.860,5.810
 51801 (2001 NZ2),9.896,133.893
 51816 (2001 OY12),5.086,5.148
 51817 (2001 OA13),3.351,19.692
 51819 (2001 OZ15),6.221,4.182
 51820 (2001 OT19),2.180,2.653
 51828 Ilanramon (2001 OU39),5.549,3.61
 51832 (2001 OS46),6.208,19.757
 51840 (2001 OH65),5.241,3.115
 51851 (2001 OC93),10.641,7.661
 51853 (2001 OY96),5.522,6.801
 51854 (2001 OG100),15.912,8.256
 51855 (2001 OK102),3.299,9.621
 51857 (2001 OA105),5.440,4.313
 51867 (2001 PC4),4.897,5.858
 51870 (2001 PC6),5.831,17.020
 51871 (2001 PH8),8.060,13.127
 51898 (2001 QS36),8.860,9.710
 51906 (2001 QN51),8.439,6.511
 51911 (2001 QD68),12.304,4.568
 51926 (2001 QE98),8.397,5.610
 51937 (2001 QD159),8.275,6.668
 51958 (2001 QJ256),27.223,16.79
 51959 (2001 QH257),19.306,27.510
 51992 (2001 TX37),4.861,2.836
 51996 (2001 TH118),6.815,28.305
 52011 (2002 LW19),3.463,114.456
 52059 (2002 PH133),1.895,5.384
 52065 (2002 QA23),1.783,2.355
 52192 (5053 T-2),3.413,5.524
 52199 (2465 T-3),1.880,11.953
 52224 (5602 T-3),4.101,3.950
 52235 (1979 MW2),10.463,8.360
 52253 (1981 EZ35),5.618,11.86
 52266 Van Flandern (1986 AD),4.420,9.890
 52296 (1990 WM3),10.755,9.342
 52309 Philnicolai (1991 TQ7),13.359,4.641
 52330 (1992 EA15),3.302,3.203
 52410 (1993 UG6),4.781,43.072
 52436 (1994 PM26),2.434,3.58
 52505 (1996 FD4),2.817,3.846
 52521 (1996 JU3),4.835,3.49
 52532 (1996 TP8),6.075,6.537
 52549 (1996 XB31),8.075,14.33
 52586 (1997 PB),3.556,3.04
 52587 (1997 PD),6.086,4.4571
 52598 (1997 SR3),4.805,21.182
 52620 (1997 VQ3),3.782,3.210
 52634 (1997 WR28),8.409,4.351
 52640 (1997 WJ46),3.097,7.410
 52646 (1997 YC),6.411,14.491
 52681 Kelleghan (1998 DK34),7.507,6.363
 52692 (1998 FO8),10.774,13.366
 52700 (1998 FG62),6.958,16.973
 52709 (1998 FA84),4.756,16.003
 52723 (1998 GP2),13.250,11.90781
 52750 (1998 KK17),1.059,26.43
 52760 (1998 ML14),1.0,14.28
 52762 (1998 MT24),6.742,12.08
 52801 (1998 QG63),2.016,5.197
 52839 (1998 RZ55),3.732,49.2
 52852 (1998 RB75),2.529,5.432
 52872 Okyrhoe (1998 SG35),36.000,9.72
 52889 (1998 SH61),2.512,2.567
 53011 (1998 VH9),2.223,4.817
 53028 (1998 WX5),3.379,4.437
 53113 (1999 AP8),2.074,7.830
 53115 (1999 AM14),2.935,4.04
 53122 (1999 AS22),3.419,2.910
 53176 (1999 CF31),3.177,2.558
 53186 (1999 CB45),5.590,13.191
 53206 (1999 CK74),3.860,3.826
 53207 (1999 CQ74),3.665,8.436
 53209 (1999 CQ75),9.718,14.335
 53247 (1999 DE2),5.567,4.790
 53291 (1999 GQ10),6.167,7.80
 53294 (1999 GS16),4.580,7.4
 53298 (1999 GF25),6.498,5.51
 53319 (1999 JM8),7.,136.
 53328 (1999 JS26),3.677,19.059
 53399 (1999 JG112),4.738,3.335
 53425 (1999 SO4),3.852,3.946
 53430 (1999 TY16),1.233,9.58
 53431 (1999 UQ10),2.500,2.650
 53465 (1999 XY222),1.977,5.072
 53523 (2000 AC153),2.579,2.172
 53535 (2000 AH237),4.408,18.882
 53585 (2000 CF52),4.406,33.
 53595 (2000 CK62),1.882,4.10
 53620 (2000 CN93),3.115,3.16
 53734 (2000 EB46),2.687,5.05
 53789 (2000 ED104),0.843,43.
 53790 (2000 EV105),4.097,9.60
 53815 (2000 EQ137),4.628,2.705
 53843 Antjiekrog (2000 FG10),6.785,4.213
 53980 (2000 GK73),3.412,2.870
 53982 (2000 GG74),6.826,36.376
 54023 (2000 GD100),2.314,51.855
 54041 (2000 GQ113),2.676,18.86
 54063 (2000 GC136),6.510,5.154
 54108 (2000 HU9),9.261,7.184
 54139 (2000 HZ36),5.495,3.888
 54189 (2000 HQ75),6.527,4.21
 54222 (2000 JF),7.238,5.487
 54234 (2000 JD16),1.491,2.664
 54238 (2000 JD19),10.591,23.421
 54253 (2000 JP27),4.664,17.5
 54295 (2000 JO59),3.925,3.917
 54349 (2000 KX29),10.188,3.58
 54355 (2000 KJ33),4.062,6.9462
 54397 (2000 KC80),1.801,7.354
 54427 (2000 LG27),7.350,3.858
 54432 (2000 LG31),6.651,7.11
 54445 (2000 MW5),5.520,5.288
 54453 (2000 NL15),6.427,5.855
 54460 (2000 NU28),7.648,6.728
 54469 (2000 OM8),4.916,4.743
 54501 (2000 OB52),5.114,6.0
 54533 (2000 QM38),8.009,7.64
 54537 (2000 QD49),3.400,2.782
 54560 (2000 QM132),8.050,5.502
 54579 (2000 QA165),4.567,4.76
 54584 (2000 QC181),3.207,2.92
 54587 (2000 QM189),4.443,15.776
 54598 Bienor (2000 QC243),187.500,9.14
 54652 (2000 SZ344),16.371,5.26
 54656 (2000 SX362),37.743,11.937
 54671 (2000 WW102),7.499,5.533
 54672 (2000 WO180),22.933,16.712
 54685 (2001 CT33),3.708,21.157
 54686 (2001 DU8),1.349,12.552
 54704 (2001 FC172),4.583,2.91
 54717 (2001 HQ60),4.767,8.977
 54723 (2001 KW1),6.701,12.536
 54727 (2001 KO10),2.847,10.278
 54737 (2001 KM27),4.051,7.342
 54789 (2001 MZ7),1.567,37.57
 54806 (2001 MX22),9.432,5.597
 54827 Kurpfalz (2001 NQ8),2.086,5.8764
 54850 (2001 OZ11),10.164,4.222157
 54872 (2001 OW46),5.770,40.374
 54906 (2001 OT80),6.212,9.930
 54959 (2001 PS8),5.669,4.684
 54979 (2001 PP56),4.063,3.75
 54984 (2001 QR),5.039,13.52
 55014 (2001 QC31),4.376,3.3330
 55025 (2001 QF40),3.372,15.24
 55073 (2001 QY92),4.617,3.627
 55097 (2001 QT132),5.991,4.370
 55128 (2001 QH177),4.943,3.00
 55200 (2001 RO19),6.790,18.3910
 55273 (2001 SY),6.674,8.903
 55312 (2001 SK60),9.688,6.578
 55324 (2001 SH106),13.295,11.130
 55340 (2001 ST125),3.921,8.65
 55430 (2001 TY52),5.005,3.0244
 55444 (2001 TC96),8.268,12.0
 55451 (2001 TM123),7.820,4.140
 55455 (2001 TR131),7.753,13.250
 55503 (2001 UC100),3.971,7.665
 55514 (2001 VJ6),5.643,7.1
 55523 (2001 VB51),6.845,46.
 55532 (2001 WG2),1.306,46.08
 55545 (2001 XY34),4.686,2.63
 55567 (2002 CS6),4.178,6.646
 55576 Amycus (2002 GB10),100.900,9.76
 55578 (2002 GK105),22.045,14.936
 55601 (2002 RC110),5.768,14.54
 55606 (2002 RN154),4.614,7.01
 55622 (2002 TY143),4.819,3.374
 55624 (2002 TE196),3.856,2.971
 55735 Magdeburg (1987 QV),8.099,15.41
 55776 (1993 FH14),1.730,20.
 55798 (1994 ES5),3.238,8.415
 55815 Melindakim (1994 YU2),4.877,6.117
 55860 (1997 BQ6),5.571,11.85
 55917 (1998 FN30),5.010,9.41
 55924 (1998 FE55),4.959,4.81
 55949 (1998 HZ45),7.005,11.135
 55965 (1998 KN14),5.740,8.568
 56022 (1998 VL23),1.977,4.337
 56056 (1998 XP58),3.059,121.071
 56062 (1998 XD91),2.337,2.82
 56070 (1998 YQ5),2.537,4.501
 56080 (1999 AN3),2.800,4.75
 56116 (1999 CZ7),3.878,3.12
 56150 (1999 CT103),4.678,2.84
 56195 (1999 GX6),9.069,4.80
 56208 (1999 GY35),6.167,8.664
 56212 (1999 GJ45),4.634,6.626
 56227 (1999 JT23),7.295,33.911
 56299 (1999 RT47),10.547,5.739
 56313 (1999 SV14),9.605,8.684
 56331 (1999 XD33),5.169,5.646
 56367 (2000 EF),6.393,98.
 56452 (2000 GU86),5.264,26.760
 56473 (2000 GY108),2.023,7.01
 56482 (2000 GY115),2.301,51.5
 56501 (2000 GG153),1.997,19.5
 56548 (2000 HZ74),4.102,6.35
 56565 (2000 JY12),4.502,8.730
 56570 (2000 JA21),2.356,3.220
 56590 (2000 JY35),2.107,6.204
 56662 (2000 KY56),3.287,3.66
 56713 (2000 MC3),2.979,18.927
 56716 (2000 MZ3),3.222,3.054
 56762 (2000 OB23),3.113,12.330
 56782 (2000 OC46),3.311,6.392
 56794 (2000 OO60),7.919,5.00
 56875 (2000 QE111),5.468,5.33
 56943 (2000 RF76),8.822,6.81
 56955 (2000 ST14),4.412,2.81
 56958 (2000 ST28),12.161,6.526
 56982 (2000 SE189),12.906,43.2
 57035 (2000 WG54),3.612,4.34
 57041 (2001 EN12),22.282,8.562
 57062 (2001 NC1),1.787,3.582
 57083 (2001 OM31),5.491,3.44805
 57108 (2001 OS74),22.310,8.683
 57112 (2001 OC81),4.954,3.128
 57136 (2001 PE23),4.727,5.64
 57175 (2001 QD24),1.874,8.401
 57189 (2001 QX30),3.731,3.219
 57212 (2001 QM60),6.101,17.3
 57219 (2001 QY71),5.110,2.885
 57232 (2001 QD78),5.777,8.807
 57248 (2001 QT91),2.992,10.416
 57262 (2001 QS106),2.959,6.435
 57277 (2001 QV139),3.594,3.120
 57332 (2001 QL246),3.871,5.203
 57364 (2001 RU27),1.453,11.084
 57368 (2001 RP44),10.075,10.11
 57394 (2001 RD84),2.023,6.74
 57453 (2001 SL70),2.136,148.749
 57454 (2001 SZ70),2.058,63.435
 57490 (2001 ST175),1.954,8.21
 57537 (2001 TQ13),3.451,3.95
 57560 (2001 TB47),7.147,9.913
 57648 (2001 TM203),10.757,8.359
 57670 (2001 UB30),7.366,6.32
 57743 (2001 UB168),4.028,13.682
 57792 (2001 VQ94),3.427,2.72
 57815 (2001 WV25),2.195,6.00
 57860 (2001 XS214),6.572,12.923
 57868 Pupin (2001 YD),5.725,108.10
 57897 (2002 CV213),7.184,14.528
 57915 (2002 EB110),17.653,7.65
 57928 (2002 GD77),5.659,38.774
 57971 (2002 NJ41),2.685,70.117
 58012 (2002 TM290),7.072,10.348
 58055 (2003 AH6),2.198,2.87
 58085 (1199 T-3),7.826,110.045
 58097 Alimov (1976 UQ1),4.009,78.173
 58118 (1981 EX7),2.916,5.665
 58120 (1981 EU11),5.330,44.111
 58192 (1992 AQ),2.071,10.124
 58239 (1993 FS77),7.868,12.00
 58288 (1994 CF14),5.972,3.604
 58359 (1995 KP4),2.306,4.796
 58417 Belzoni (1996 BD2),1.759,5.924
 58433 (1996 FN18),2.425,6.187
 58480 (1996 RJ33),17.699,32.967
 58540 (1997 ET17),3.668,4.509
 58541 (1997 EA18),7.384,7.69
 58544 (1997 EK42),8.640,9.996
 58595 Joepollock (1997 TX9),2.874,2.63
 58613 (1997 UN7),2.488,45.714
 58623 (1997 VZ1),3.054,10.194
 58651 (1997 WL42),2.327,938.158
 58653 (1997 WV45),2.423,4.233
 58673 (1997 YA9),3.679,9.731
 58686 (1998 BB1),4.476,3.58
 58688 (1998 BJ4),10.185,20.789
 58699 (1998 BK42),2.587,7.366
 58703 (1998 BH44),5.094,5.25
 58704 (1998 BA46),6.343,87.298
 58715 (1998 DK3),2.507,3.499
 58789 (1998 FK80),5.104,7.940
 58798 (1998 FU100),5.952,31.497
 58819 (1998 HF3),5.318,5.757
 58854 (1998 HV87),5.572,4.954
 58871 (1998 HX114),2.257,4.538
 58933 (1998 ON10),1.983,6.187
 59007 (1998 SF63),4.860,2.228
 59078 (1998 VT19),2.186,4.274
 59143 (1998 XT72),5.913,2.416
 59168 (1998 YU19),2.067,17.6
 59238 (1999 CN2),1.962,2.64
 59249 (1999 CZ15),3.119,2.862
 59255 (1999 CB26),2.140,7.341
 59285 (1999 CP50),3.794,3.933
 59291 (1999 CJ56),3.108,2.884
 59296 (1999 CU64),8.001,22.532
 59337 (1999 CT111),5.985,4.587
 59363 (1999 DP7),3.658,4.704
 59452 (1999 GS34),9.396,8.441
 59462 (1999 GQ45),3.584,4.598
 59489 (1999 JQ2),3.425,5.455
 59490 (1999 JD4),3.307,18.8363
 59491 (1999 JO4),2.845,3.113
 59499 (1999 JP8),6.706,5.017
 59506 (1999 JD11),4.354,4.024
 59530 (1999 JU24),8.177,3.005
 59573 (1999 JK49),3.307,7.013
 59575 (1999 JB51),4.109,67.312
 59585 (1999 JV55),4.930,5.08
 59636 (1999 JJ81),2.708,3.7
 59639 (1999 JS83),3.169,8.020
 59669 (1999 JM99),7.086,5.991
 59714 (1999 JG128),3.615,9.724
 59748 (1999 LE14),5.621,6.65
 59855 (1999 RD86),6.084,4.939
 59857 (1999 RF93),8.572,5.112
 59868 (1999 RH106),2.936,5.116
 59879 (1999 RM119),6.422,2.026
 59884 (1999 RW123),6.679,8.698
 59893 (1999 RY137),2.409,5.564
 59915 (1999 RF159),17.694,4.820
 59931 (1999 RZ179),6.731,7.529
 59939 (1999 RW192),7.109,4.159
 59942 (1999 RZ197),6.930,33.379
 59962 (1999 RL234),3.800,13.8
 59985 (1999 SN11),7.548,29.721
 60008 Jarda (1999 TP16),4.269,8.1
 60014 (1999 TW27),2.308,7.414
 60030 (1999 TE89),4.986,5.337
 60042 (1999 TF102),15.292,29.215
 60048 (1999 TS104),3.616,7.16
 60052 (1999 TM107),6.717,7.175
 60055 (1999 TB112),9.547,6.561
 60057 (1999 TZ117),12.358,15.613
 60089 (1999 TK154),2.673,2.71
 60091 (1999 TG156),3.622,3.60
 60099 (1999 TW173),3.690,9.23
 60147 (1999 TC320),6.375,36.381
 60310 (1999 XD215),3.297,126.608
 60332 (2000 AJ35),2.237,6.557
 60337 (2000 AF51),2.722,5.428
 60371 (2000 AN139),4.006,5.071
 60381 (2000 AX180),15.392,28.96
 60403 (2000 BK30),5.191,2.94
 60429 (2000 CJ52),1.684,2.761
 60446 (2000 CA88),6.981,15.035
 60466 (2000 DK12),4.776,3.536
 60495 (2000 DF88),3.051,5.717
 60507 (2000 DG106),2.191,9.411
 60527 (2000 EE43),6.671,6.01
 60558 Echeclus (2000 EC98),59.000,26.802
 60570 (2000 ET113),6.086,3.914
 60584 (2000 EW132),3.508,2.927
 60589 (2000 EU139),9.771,10.177
 60636 (2000 FH30),3.946,3.908
 60637 (2000 FX30),3.466,3.23
 60646 (2000 FJ39),3.732,6.08
 60816 (2000 HO34),1.807,5.65
 60864 (2000 HM75),10.864,3.385
 60866 (2000 HM79),2.649,3.866
 60896 (2000 JB23),7.506,22.584
 60943 (2000 JV55),2.670,5.278
 60949 (2000 JM61),2.029,185.337
 60984 (2000 KQ13),5.342,3.390
 61057 (2000 KD76),3.801,14.538
 61207 (2000 OZ7),3.855,3.921
 61213 (2000 OK10),1.289,3.814
 61233 (2000 ON15),2.697,8.89
 61238 (2000 OF17),1.925,4.169
 61259 (2000 OG26),3.043,6.360
 61280 (2000 OH35),2.018,6.449
 61352 (2000 PY9),3.122,8.832
 61388 (2000 QA3),4.208,8.315
 61421 (2000 QU14),2.765,4.87
 61429 (2000 QF17),2.160,21.620
 61479 (2000 QH39),2.777,4.89
 61599 (2000 QR91),2.698,2.296
 61610 (2000 QK95),16.192,64.499
 61630 (2000 QP102),2.799,5.135
