SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS
R002,I.S. R002 George L. Egbert,6,CTT,57,2,28.5,28,29
R007,I.S. 007 Elias Bernstein,6,GEN ED,322,10,32.2,30,33
R007,I.S. 007 Elias Bernstein,6,CTT,64,2,32,31,33
R024,I.S. 024 Myra S. Barnes,6,GEN ED,348,12,29,22,32
R024,I.S. 024 Myra S. Barnes,6,CTT,90,3,30,29,31
R027,I.S. 027 Anning S. Prall,6,GEN ED,195,7,27.9,25,30
R027,I.S. 027 Anning S. Prall,6,CTT,78,3,26,25,27
R034,I.S. 034 Tottenville,6,GEN ED,259,8,32.4,30,33
R034,I.S. 034 Tottenville,6,CTT,95,3,31.7,30,33
R049,I.S. 49 Berta A. Dreyfus,6,GEN ED,215,7,30.7,30,33
R049,I.S. 49 Berta A. Dreyfus,6,CTT,61,2,30.5,30,31
R051,I.S. 051 Edwin Markham,6,GEN ED,221,8,27.6,25,30
R051,I.S. 051 Edwin Markham,6,CTT,52,2,26,25,27
R061,I.S. 061 William A Morris,6,GEN ED,332,11,30.2,21,37
R061,I.S. 061 William A Morris,6,CTT,59,2,29.5,29,30
R063,Marsh Avenue School for Expeditionary Learning,6,GEN ED,111,4,27.8,27,28
R063,Marsh Avenue School for Expeditionary Learning,6,CTT,30,1,30,30,30
R072,I.S. 072 Rocco Laurie,6,GEN ED,423,15,28.2,24,31
R072,I.S. 072 Rocco Laurie,6,CTT,46,2,23,22,24
R075,I.S. 075 Frank D. Paulo,6,GEN ED,347,12,28.9,19,32
R075,I.S. 075 Frank D. Paulo,6,CTT,61,2,30.5,30,31
R080,The Michael J. Petrides School,6,GEN ED,98,3,32.7,32,33
R861,Staten Island School of Civic Leadership,6,GEN ED,92,3,30.7,28,32
R861,Staten Island School of Civic Leadership,6,CTT,31,1,31,31,31
K162,J.H.S. 162 The Willoughby,6,GEN ED,146,5,29.2,28,30
K162,J.H.S. 162 The Willoughby,6,CTT,30,1,30,30,30
K291,J.H.S. 291 Roland Hayes,6,GEN ED,183,7,26.1,23,32
K291,J.H.S. 291 Roland Hayes,6,CTT,18,1,18,18,18
K296,J.H.S. 296 The Halsey School,6,GEN ED,137,6,22.8,11,27
K296,J.H.S. 296 The Halsey School,6,CTT,23,1,23,23,23
K347,I.S. 347 School of Humanities,6,GEN ED,110,4,27.5,24,30
K347,I.S. 347 School of Humanities,6,CTT,22,1,22,22,22
K349,I.S. 349 Math; Science & Tech.,6,GEN ED,144,5,28.8,24,31
K349,I.S. 349 Math; Science & Tech.,6,CTT,21,1,21,21,21
K377,P.S. 377 Alejandrina B. De Gautier,6,GEN ED,62,2,31,30,32
K377,P.S. 377 Alejandrina B. De Gautier,6,CTT,29,1,29,29,29
K383,J.H.S. 383 Philippa Schuyler,6,G&T,257,9,28.6,27,30
K384,P.S. /I.S. 384 Frances E. Carter,6,GEN ED,63,3,21,17,26
K554,All City Leadership Secondary School,6,GEN ED,30,1,30,30,30
M034,P.S. 034 Franklin D. Roosevelt,7,GEN ED,25,1,25,25,25
M034,P.S. 034 Franklin D. Roosevelt,7,CTT,27,1,27,27,27
M140,P.S. 140 Nathan Straus,7,GEN ED,55,2,27.5,27,28
M184,P.S. 184m Shuang Wen,7,GEN ED,53,2,26.5,26,27
M188,P.S. 188 The Island School,7,GEN ED,23,1,23,23,23
M188,P.S. 188 The Island School,7,CTT,26,1,26,26,26
M292,Henry Street School for International Studies,7,GEN ED,20,1,20,20,20
M292,Henry Street School for International Studies,7,CTT,19,1,19,19,19
M301,Technology; Arts; and Sciences Studio,7,GEN ED,33,2,16.5,16,17
M332,University Neighborhood Middle School,7,CTT,23,1,23,23,23
M345,Collaborative Academy of Science; Technology; & Language-Arts Education,7,GEN ED,47,2,23.5,21,26
M345,Collaborative Academy of Science; Technology; & Language-Arts Education,7,CTT,23,1,23,23,23
M378,School for Global Leaders,7,GEN ED,66,3,22,19,24
M450,East Side Community School,7,GEN ED,46,5,9.2,7,11
M450,East Side Community School,7,CTT,16,2,8,5,11
M539,New Explorations into Science; Technology and Math High School,7,GEN ED,119,8,14.9,11,18
M839,Tompkins Square Middle School,7,GEN ED,90,3,30,30,30
M839,Tompkins Square Middle School,7,CTT,32,1,32,32,32
M104,J.H.S. 104 Simon Baruch,7,GEN ED,289,10,28.9,22,33
M104,J.H.S. 104 Simon Baruch,7,CTT,60,2,30,28,32
M422,Quest to Learn,7,CTT,22,1,22,22,22
M111,P.S. 111 Adolph S. Ochs,7,GEN ED,51,2,25.5,25,26
M111,P.S. 111 Adolph S. Ochs,7,CTT,23,1,23,23,23
M114,East Side Middle School,7,GEN ED,101,3,33.7,33,34
M114,East Side Middle School,7,CTT,29,1,29,29,29
M126,P.S. 126 Jacob August Riis,7,GEN ED,79,3,26.3,25,28
M126,P.S. 126 Jacob August Riis,7,CTT,28,1,28,28,28
M131,M.S. 131,7,GEN ED,196,8,24.5,18,29
M131,M.S. 131,7,CTT,38,2,19,18,20
M167,J.H.S. 167 Robert F. Wagner,7,GEN ED,332,11,30.2,26,33
M167,J.H.S. 167 Robert F. Wagner,7,CTT,55,2,27.5,27,28
M217,P.S./I.S. 217 Roosevelt Island,7,GEN ED,17,1,17,17,17
M225,Ella Baker School,7,GEN ED,24,2,12,11,13
M255,M.S. 255 Salk School of Science,7,GEN ED,93,3,31,31,31
M255,M.S. 255 Salk School of Science,7,CTT,32,1,32,32,32
M260,M.S. 260 Clinton School Writers & Artists,7,GEN ED,30,1,30,30,30
M260,M.S. 260 Clinton School Writers & Artists,7,CTT,58,2,29,27,31
M289,I.S. 289,7,GEN ED,96,3,32,31,33
M312,New York City Lab Middle School for Collaborative Studies,7,GEN ED,130,4,32.5,31,33
M312,New York City Lab Middle School for Collaborative Studies,7,CTT,65,2,32.5,32,33
M347,The 47 American Sign Language & English Lower School,7,CTT,25,2,12.5,12,13
M408,Professional Performing Arts High School,7,GEN ED,30,1,30,30,30
M407,Institute for Collaborative Education,7,GEN ED,90,4,22.5,22,23
M413,School of the Future High School,7,GEN ED,94,7,13.4,10,15
M422,Quest to Learn,7,GEN ED,45,2,22.5,22,23
M442,Ballet Tech; NYC Public School for Dance,7,GEN ED,22,1,22,22,22
M655,Life Sciences Secondary School,7,GEN ED,21,1,21,21,21
M655,Life Sciences Secondary School,7,CTT,14,1,14,14,14
M896,Lower Manhattan Community Middle School,7,GEN ED,48,2,24,23,25
M896,Lower Manhattan Community Middle School,7,CTT,26,1,26,26,26
M054,J.H.S. 054 Booker T. Washington,7,GEN ED,29,1,29,29,29
M054,J.H.S. 054 Booker T. Washington,7,CTT,23,1,23,23,23
M054,J.H.S. 054 Booker T. Washington,7,G&T,216,7,30.9,30,32
M076,P.S. 076 A. Philip Randolph,7,GEN ED,42,2,21,20,22
M149,P.S. 149 Sojourner Truth,7,GEN ED,28,1,28,28,28
M165,P.S. 165 Robert E. Simon,7,GEN ED,31,1,31,31,31
M165,P.S. 165 Robert E. Simon,7,CTT,26,1,26,26,26
M180,P.S. 180 Hugo Newman,7,GEN ED,26,1,26,26,26
M191,P.S. 191 Amsterdam,7,GEN ED,53,2,26.5,26,27
M245,M.S. M245 The Computer School,7,GEN ED,130,4,32.5,32,33
M247,M.S. M247 Dual Language Middle School,7,GEN ED,28,1,28,28,28
M247,M.S. M247 Dual Language Middle School,7,CTT,29,1,29,29,29
M250,M.S. 250 West Side Collaborative Middle School,7,GEN ED,34,1,34,34,34
M250,M.S. 250 West Side Collaborative Middle School,7,CTT,28,1,28,28,28
M256,M.S. 256 Academic & Athletic Excellence,7,GEN ED,35,2,17.5,14,21
M258,Community Action School - MS 258,7,GEN ED,56,2,28,27,29
M258,Community Action School - MS 258,7,CTT,25,1,25,25,25
M333,P.S. 333 Manhattan School for Children,7,GEN ED,29,1,29,29,29
M333,P.S. 333 Manhattan School for Children,7,CTT,33,1,33,33,33
M334,The Anderson School,7,G&T,64,2,32,32,32
M415,Wadleigh Secondary School for the Performing & Visual Arts,7,GEN ED,19,1,19,19,19
M421,WEST PREP ACADEMY,7,GEN ED,22,1,22,22,22
M421,WEST PREP ACADEMY,7,CTT,26,1,26,26,26
M859,Special Music School,7,GEN ED,13,1,13,13,13
M860,Frederick Douglass Academy II Secondary School,7,GEN ED,27,2,13.5,13,14
M862,Mott Hall II,7,GEN ED,63,2,31.5,31,32
M862,Mott Hall II,7,CTT,31,1,31,31,31
M007,P.S. 007 Samuel Stern,7,GEN ED,36,2,18,15,21
M012,Tag Young Scholars,7,GEN ED,44,2,22,22,22
M013,J.H.S. 013 Jackie Robinson,7,GEN ED,56,2,28,28,28
M013,J.H.S. 013 Jackie Robinson,7,CTT,26,1,26,26,26
M045,M.S. 45/S.T.A.R.S. Prep Academy,7,GEN ED,56,2,28,26,30
M045,M.S. 45/S.T.A.R.S. Prep Academy,7,CTT,52,2,26,24,28
M050,P.S. 050 Vito Marcantonio,7,GEN ED,15,1,15,15,15
M050,P.S. 050 Vito Marcantonio,7,CTT,21,1,21,21,21
M057,James Weldon Johnson,7,GEN ED,38,1,38,38,38
M096,P.S. 096 Joseph Lanzetta,7,GEN ED,46,2,23,23,23
M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,7,GEN ED,84,3,28,27,29
M171,P.S. 171 Patrick Henry,7,GEN ED,66,3,22,21,23
M224,M.S. 224 Manhattan East School for Arts & Academics,7,GEN ED,79,3,26.3,24,28
M372,ESPERANZA PREPARATORY ACADEMY,7,GEN ED,54,3,18,15,20
M372,ESPERANZA PREPARATORY ACADEMY,7,CTT,23,1,23,23,23
M377,Renaissance School of the Arts,7,GEN ED,35,2,17.5,17,18
M377,Renaissance School of the Arts,7,CTT,14,1,14,14,14
M381,Global Neighborhood Secondary School,7,GEN ED,18,1,18,18,18
M381,Global Neighborhood Secondary School,7,CTT,28,1,28,28,28
M406,GLOBAL TECHNOLOGY PREPARATORY,7,GEN ED,31,1,31,31,31
M406,GLOBAL TECHNOLOGY PREPARATORY,7,CTT,25,1,25,25,25
M610,Young Women's Leadership School,7,GEN ED,55,3,18.3,18,19
M825,Isaac Newton Middle School for Math & Science,7,GEN ED,90,3,30,29,31
M825,Isaac Newton Middle School for Math & Science,7,CTT,31,1,31,31,31
M046,P.S. 046 Arthur Tappan,7,GEN ED,27,1,27,27,27
M046,P.S. 046 Arthur Tappan,7,CTT,26,1,26,26,26
M123,P.S. 123 Mahalia Jackson,7,GEN ED,29,1,29,29,29
M123,P.S. 123 Mahalia Jackson,7,CTT,26,1,26,26,26
M129,P.S. 129 John H. Finley,7,GEN ED,60,2,30,30,30
M161,P.S. 161 Pedro Albizu Campos,7,GEN ED,37,1,37,37,37
M161,P.S. 161 Pedro Albizu Campos,7,CTT,34,1,34,34,34
M195,I.S. 195 Roberto Clemente,7,GEN ED,58,3,19.3,16,21
M195,I.S. 195 Roberto Clemente,7,CTT,18,1,18,18,18
M286,I.S. M286 Renaissance Military Leadership Academy,7,GEN ED,62,2,31,30,32
M302,KAPPA IV,7,GEN ED,57,2,28.5,28,29
M302,KAPPA IV,7,CTT,28,1,28,28,28
M317,Kappa II,7,GEN ED,9,1,9,9,9
M344,Academy of Collaborative Education,7,GEN ED,33,2,16.5,16,17
M362,Columbia Secondary School,7,GEN ED,94,3,31.3,31,32
M367,Academy for Social Action: A College Board School,7,GEN ED,26,1,26,26,26
M367,Academy for Social Action: A College Board School,7,CTT,31,1,31,31,31
M410,THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,7,GEN ED,46,2,23,23,23
M469,Choir Academy of Harlem,7,GEN ED,64,3,21.3,17,26
M499,Frederick Douglass Academy,7,GEN ED,101,4,25.3,24,27
M499,Frederick Douglass Academy,7,CTT,22,1,22,22,22
M670,Thurgood Marshall Academy for Learning and Social Change,7,GEN ED,50,2,25,24,26
M018,P.S. 018 Park Terrace,7,GEN ED,51,2,25.5,25,26
M052,J.H.S. 052 Inwood,7,GEN ED,147,5,29.4,26,31
M052,J.H.S. 052 Inwood,7,CTT,75,3,25,25,25
M143,J.H.S. 143 Eleanor Roosevelt,7,GEN ED,188,6,31.3,30,33
M143,J.H.S. 143 Eleanor Roosevelt,7,CTT,29,1,29,29,29
M187,P.S./I.S. 187 Hudson Cliffs,7,GEN ED,83,3,27.7,27,28
M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,7,GEN ED,47,2,23.5,22,25
M218,I.S. 218 Salome Urena,7,GEN ED,71,3,23.7,18,30
M218,I.S. 218 Salome Urena,7,CTT,54,2,27,25,29
M223,The Mott Hall School,7,GEN ED,118,5,23.6,23,24
M278,Paula Hedbavny School,7,GEN ED,54,2,27,26,28
M293,City College Academy of the Arts,7,GEN ED,58,2,29,27,31
M293,City College Academy of the Arts,7,CTT,29,1,29,29,29
M311,Amistad Dual Language School,7,GEN ED,44,2,22,22,22
M319,M.S. 319 - Maria Teresa,7,GEN ED,171,6,28.5,27,31
M319,M.S. 319 - Maria Teresa,7,CTT,31,1,31,31,31
M322,Middle School 322,7,GEN ED,144,5,28.8,26,31
M322,Middle School 322,7,CTT,24,1,24,24,24
M324,M.S. 324 - Patria Mirabal,7,GEN ED,138,5,27.6,20,30
M326,M.S. 326 - Writers Today & Leaders Tomorrow,7,GEN ED,89,3,29.7,28,31
M326,M.S. 326 - Writers Today & Leaders Tomorrow,7,CTT,25,1,25,25,25
M328,M.S. 328 - Manhattan Middle School for Scientific Inquiry,7,GEN ED,107,4,26.8,21,31
M328,M.S. 328 - Manhattan Middle School for Scientific Inquiry,7,CTT,28,1,28,28,28
M346,Community Health Academy of the Heights,7,GEN ED,53,2,26.5,25,28
M346,Community Health Academy of the Heights,7,CTT,27,1,27,27,27
M348,Washington Heights Expeditionary Learning School,7,GEN ED,55,2,27.5,27,28
M348,Washington Heights Expeditionary Learning School,7,CTT,26,1,26,26,26
M349,Harbor Heights,7,GEN ED,50,2,25,24,26
M528,I.S. 528 Bea Fuller Rodgers School,7,GEN ED,86,3,28.7,28,29
X029,P.S./M.S. 029 Melrose School,7,GEN ED,76,3,25.3,24,27
X031,P.S./M.S. 031 The William Lloyd Garrison,7,GEN ED,59,3,19.7,19,21
X151,J.H.S. 151 Lou Gehrig,7,GEN ED,68,3,22.7,19,25
X151,J.H.S. 151 Lou Gehrig,7,CTT,29,1,29,29,29
X162,J.H.S. 162 Lola Rodriguez De Tio,7,GEN ED,179,6,29.8,28,31
X162,J.H.S. 162 Lola Rodriguez De Tio,7,CTT,23,1,23,23,23
X203,M.S. 203,7,GEN ED,26,1,26,26,26
X203,M.S. 203,7,CTT,52,2,26,26,26
X221,South Bronx Preparatory: A College Board School,7,GEN ED,61,2,30.5,29,32
X221,South Bronx Preparatory: A College Board School,7,CTT,30,1,30,30,30
X223,M.S. 223 The Laboratory School of Finance and Technology,7,GEN ED,124,4,31,31,31
X223,M.S. 223 The Laboratory School of Finance and Technology,7,CTT,31,1,31,31,31
X224,P.S. / I.S. 224,7,GEN ED,121,4,30.3,29,33
X296,South Bronx Academy for Applied Media,7,GEN ED,48,2,24,24,24
X298,Academy of Public Relations,7,GEN ED,67,3,22.3,21,23
X343,Academy of Applied Mathematics and Technology,7,GEN ED,62,2,31,31,31
X500,Hostos-Lincoln Academy of Science,7,GEN ED,54,2,27,25,29
X500,Hostos-Lincoln Academy of Science,7,CTT,28,1,28,28,28
X551,Bronx Academy of Letters,7,GEN ED,54,3,18,17,19
X071,P.S. 071 Rose E. Scala,7,GEN ED,77,3,25.7,23,29
X071,P.S. 071 Rose E. Scala,7,CTT,60,2,30,27,33
X101,M.S. X101 Edward R. Byrne,7,GEN ED,54,2,27,25,29
X101,M.S. X101 Edward R. Byrne,7,CTT,21,1,21,21,21
X101,M.S. X101 Edward R. Byrne,7,G&T,66,2,33,33,33
X123,J.H.S. 123 James M. Kieran,7,GEN ED,124,4,31,30,33
X123,J.H.S. 123 James M. Kieran,7,CTT,27,1,27,27,27
X125,J.H.S. 125 Henry Hudson,7,GEN ED,178,7,25.4,20,31
X125,J.H.S. 125 Henry Hudson,7,CTT,21,1,21,21,21
X131,J.H.S. 131 Albert Einstein,7,GEN ED,223,7,31.9,30,33
X131,J.H.S. 131 Albert Einstein,7,CTT,30,1,30,30,30
X269,Bronx Studio School for Writers and Artists,7,GEN ED,65,3,21.7,20,24
X301,M.S. 301 Paul L. Dunbar,7,GEN ED,87,3,29,28,30
X301,M.S. 301 Paul L. Dunbar,7,CTT,27,1,27,27,27
X302,M.S. 302 Luisa Dessus Cruz,7,GEN ED,194,7,27.7,23,32
X302,M.S. 302 Luisa Dessus Cruz,7,CTT,24,1,24,24,24
X337,The School for Inquiry and Social Justice,7,GEN ED,49,3,16.3,13,20
X337,The School for Inquiry and Social Justice,7,CTT,21,1,21,21,21
X367,Archimedes Academy for Math; Science and Technology Applications,7,GEN ED,58,2,29,28,30
X367,Archimedes Academy for Math; Science and Technology Applications,7,CTT,27,1,27,27,27
X371,Urban Institute of Mathematics,7,GEN ED,90,3,30,29,32
X375,The Bronx Mathematics Preparatory School,7,GEN ED,54,2,27,25,29
X375,The Bronx Mathematics Preparatory School,7,CTT,54,2,27,26,28
X376,Antonia Pantoja Preparatory Academy; A College Board School,7,GEN ED,54,2,27,25,29
X376,Antonia Pantoja Preparatory Academy; A College Board School,7,CTT,50,2,25,23,27
X424,The Hunts Point School,7,GEN ED,75,3,25,25,25
X424,The Hunts Point School,7,CTT,24,1,24,24,24
X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,7,GEN ED,102,5,20.4,18,25
X467,MOTT HALL COMMUNITY SCHOOL,7,GEN ED,82,3,27.3,27,28
X004,P.S./M.S. 004 Crotona Park West,7,GEN ED,19,1,19,19,19
X004,P.S./M.S. 004 Crotona Park West,7,CTT,21,1,21,21,21
X022,J.H.S. 022 Jordan L. Mott,7,GEN ED,145,5,29,27,31
X022,J.H.S. 022 Jordan L. Mott,7,CTT,32,1,32,32,32
X117,I.S. 117 Joseph H. Wade,7,GEN ED,206,8,25.8,20,32
X117,I.S. 117 Joseph H. Wade,7,CTT,18,1,18,18,18
X128,Mott Hall III,7,GEN ED,88,3,29.3,28,31
X128,Mott Hall III,7,CTT,27,1,27,27,27
X145,J.H.S. 145 Arturo Toscanini,7,GEN ED,80,3,26.7,24,30
X145,J.H.S. 145 Arturo Toscanini,7,CTT,16,1,16,16,16
X215,Kappa,7,GEN ED,110,4,27.5,24,30
X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,7,GEN ED,82,3,27.3,27,28
X219,I.S. 219 New Venture School,7,GEN ED,139,5,27.8,19,33
X219,I.S. 219 New Venture School,7,CTT,22,1,22,22,22
X229,I.S. 229 Roland Patterson,7,GEN ED,42,3,14,11,18
X229,I.S. 229 Roland Patterson,7,CTT,18,1,18,18,18
X232,I.S. 232,7,GEN ED,142,5,28.4,24,31
X241,Urban Assembly School for Applied Math and Science; The,7,GEN ED,54,3,18,15,20
X241,Urban Assembly School for Applied Math and Science; The,7,CTT,30,1,30,30,30
X303,I.S. X303 Leadership & Community Service,7,GEN ED,98,3,32.7,32,34
X313,I.S. 313 School of Leadership Development,7,GEN ED,136,5,27.2,24,31
X323,Bronx Writing Academy,7,GEN ED,158,6,26.3,24,31
X324,Bronx Early College Academy for Teaching & Learning,7,GEN ED,56,2,28,27,29
X324,Bronx Early College Academy for Teaching & Learning,7,CTT,30,1,30,30,30
X325,Urban Science Academy,7,GEN ED,85,4,21.3,19,23
X325,Urban Science Academy,7,CTT,20,1,20,20,20
X327,Comprehensive Model School Project M.S. 327,7,GEN ED,121,5,24.2,20,27
X328,New Millennium Business Academy Middle School,7,GEN ED,63,3,21,21,21
X339,I.S. 339,7,GEN ED,194,7,27.7,25,30
X339,I.S. 339,7,CTT,48,2,24,24,24
X413,Bronx High School for Medical Science,7,GEN ED,26,1,26,26,26
X413,Bronx High School for Medical Science,7,CTT,27,1,27,27,27
X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,7,GEN ED,85,4,21.3,15,24
X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,7,CTT,23,1,23,23,23
X505,Bronx School for Law; Government and Justice,7,GEN ED,47,2,23.5,21,26
X505,Bronx School for Law; Government and Justice,7,CTT,27,1,27,27,27
X517,Frederick Douglass Academy III Secondary School,7,GEN ED,57,2,28.5,27,30
X517,Frederick Douglass Academy III Secondary School,7,CTT,20,1,20,20,20
X003,P.S. 3 Raul Julia Micro Society,7,GEN ED,54,2,27,27,27
X015,P.S. X015 Institute for Environmental Learning,7,GEN ED,57,2,28.5,28,29
X020,P.S. 20 P.O.George J. Werdan III,7,GEN ED,92,3,30.7,30,31
X037,P.S. X037 - Multiple Intelligence School,7,GEN ED,48,2,24,22,26
X045,Thomas C. Giordano Middle School 45,7,GEN ED,136,5,27.2,26,29
X045,Thomas C. Giordano Middle School 45,7,G&T,180,6,30,23,33
X080,J.H.S. 080 The Mosholu Parkway,7,GEN ED,174,6,29,25,32
X080,J.H.S. 080 The Mosholu Parkway,7,CTT,27,1,27,27,27
X095,P.S. 095 Sheila Mencher,7,GEN ED,122,5,24.4,22,27
X095,P.S. 095 Sheila Mencher,7,CTT,21,1,21,21,21
X118,J.H.S. 118 William W. Niles,7,GEN ED,360,13,27.7,22,31
X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),7,GEN ED,205,7,29.3,22,31
X206,I.S. 206 Ann Mersereau,7,GEN ED,86,3,28.7,26,32
X225,Theatre Arts Production Company School,7,GEN ED,62,3,20.7,10,27
X225,Theatre Arts Production Company School,7,CTT,13,2,6.5,5,8
X228,Jonas Bronck Academy,7,GEN ED,52,2,26,24,28
X228,Jonas Bronck Academy,7,CTT,23,1,23,23,23
X243,West Bronx Academy for the Future,7,GEN ED,31,1,31,31,31
X243,West Bronx Academy for the Future,7,CTT,62,2,31,30,32
X244,The New School for Leadership and Journalism,7,GEN ED,142,5,28.4,25,32
X244,The New School for Leadership and Journalism,7,CTT,32,1,32,32,32
X254,I.S. 254,7,GEN ED,99,3,33,28,36
X279,P.S. 279 Captain Manuel Rivera; Jr.,7,GEN ED,87,3,29,27,31
X280,P.S./M.S. 280 Mosholu Parkway,7,GEN ED,83,3,27.7,26,29
X280,P.S./M.S. 280 Mosholu Parkway,7,CTT,25,1,25,25,25
X308,Bronx Dance Academy School,7,GEN ED,90,3,30,29,31
X315,P.S. 315 Lab School,7,GEN ED,20,1,20,20,20
X331,The Bronx School of Science Inquiry and Investigation,7,GEN ED,58,2,29,26,32
X331,The Bronx School of Science Inquiry and Investigation,7,CTT,58,2,29,29,29
X342,International School for Liberal Arts,7,GEN ED,44,2,22,22,22
X342,International School for Liberal Arts,7,CTT,23,1,23,23,23
X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,7,GEN ED,30,1,30,30,30
X368,In-Tech Academy (M.S. / High School 368),7,GEN ED,174,6,29,25,30
X368,In-Tech Academy (M.S. / High School 368),7,CTT,30,1,30,30,30
X390,M.S. 390,7,GEN ED,108,4,27,20,30
X391,The Angelo Patri Middle School,7,GEN ED,146,5,29.2,26,33
X391,The Angelo Patri Middle School,7,CTT,26,1,26,26,26
X391,The Angelo Patri Middle School,7,G&T,25,1,25,25,25
X399,M.S. 399,7,GEN ED,13,1,13,13,13
X447,CRESTON ACADEMY,7,GEN ED,109,4,27.3,25,30
X447,CRESTON ACADEMY,7,CTT,32,1,32,32,32
X459,EAST FORDHAM ACADEMY FOR THE ARTS,7,GEN ED,117,4,29.3,25,32
X019,P.S. 019 Judith K. Weiss,7,GEN ED,34,1,34,34,34
X019,P.S. 019 Judith K. Weiss,7,CTT,33,1,33,33,33
X083,P.S. 083 Donald Hertz,7,GEN ED,192,6,32,30,33
X083,P.S. 083 Donald Hertz,7,CTT,28,1,28,28,28
X089,P.S. 089 Bronx,7,GEN ED,126,5,25.2,23,26
X089,P.S. 089 Bronx,7,CTT,21,1,21,21,21
X127,J.H.S. 127 The Castle Hill,7,GEN ED,210,7,30,28,32
X127,J.H.S. 127 The Castle Hill,7,CTT,30,1,30,30,30
X142,MS 142 John Philip Sousa,7,GEN ED,187,7,26.7,25,29
X142,MS 142 John Philip Sousa,7,CTT,46,2,23,22,24
X144,J.H.S. 144 Michelangelo,7,GEN ED,245,9,27.2,17,30
X144,J.H.S. 144 Michelangelo,7,CTT,27,1,27,27,27
X175,P.S. 175 City Island,7,GEN ED,42,2,21,21,21
X180,M.S. 180 Dr. Daniel Hale Williams,7,GEN ED,223,7,31.9,30,34
X181,I.S. 181 Pablo Casals,7,GEN ED,154,5,30.8,29,32
X181,I.S. 181 Pablo Casals,7,CTT,30,1,30,30,30
X194,PS/MS 194,7,GEN ED,149,5,29.8,29,30
X270,Academy for Scholarship and Entrepreneurship: A College Board School,7,GEN ED,53,2,26.5,25,28
X272,Globe School for Environmental Research,7,CTT,154,6,25.7,24,29
X287,The Forward School,7,GEN ED,82,3,27.3,26,28
X289,The Young Scholars Academy of The Bronx,7,GEN ED,103,4,25.8,24,27
X289,The Young Scholars Academy of The Bronx,7,CTT,20,1,20,20,20
X322,Aspire Preparatory Middle School,7,GEN ED,123,4,30.8,30,31
X322,Aspire Preparatory Middle School,7,CTT,30,1,30,30,30
X326,Bronx Green Middle School,7,GEN ED,81,3,27,26,28
X326,Bronx Green Middle School,7,CTT,27,1,27,27,27
X370,School of Diplomacy,7,GEN ED,118,5,23.6,20,29
X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),7,GEN ED,51,2,25.5,25,26
X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),7,CTT,26,1,26,26,26
X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,7,GEN ED,117,4,29.3,28,30
X098,J.H.S. 098 Herman Ridder,7,GEN ED,129,5,25.8,23,28
X098,J.H.S. 098 Herman Ridder,7,CTT,23,1,23,23,23
X129,P.S. 129 Twin Parks Upper,7,GEN ED,194,6,32.3,26,38
X190,E.S.M.T- I.S. 190,7,GEN ED,56,2,28,28,28
X190,E.S.M.T- I.S. 190,7,CTT,22,1,22,22,22
X211,P.S. 211,7,GEN ED,87,3,29,28,31
X212,P.S. 212,7,GEN ED,35,2,17.5,16,19
X214,P.S. 214,7,GEN ED,97,3,32.3,32,33
X214,P.S. 214,7,CTT,25,1,25,25,25
X217,School of Performing Arts,7,GEN ED,62,2,31,27,35
X217,School of Performing Arts,7,CTT,24,1,24,24,24
X242,Mott Hall V,7,GEN ED,60,2,30,29,31
X242,Mott Hall V,7,CTT,31,1,31,31,31
X245,New Day Academy,7,GEN ED,38,1,38,38,38
X267,Bronx Latin,7,GEN ED,39,3,13,12,14
X271,East Bronx Academy for the Future,7,GEN ED,59,2,29.5,28,31
X271,East Bronx Academy for the Future,7,CTT,24,1,24,24,24
X273,Frederick Douglass Academy V. Middle School,7,GEN ED,56,2,28,27,29
X273,Frederick Douglass Academy V. Middle School,7,CTT,27,1,27,27,27
X286,Fannie Lou Hamer Middle School,7,GEN ED,52,2,26,26,26
X286,Fannie Lou Hamer Middle School,7,CTT,25,1,25,25,25
X316,Kappa III,7,GEN ED,57,2,28.5,27,30
X316,Kappa III,7,CTT,27,1,27,27,27
X318,I.S. X318 Math; Science & Technology Through Arts,7,GEN ED,74,3,24.7,14,30
X318,I.S. X318 Math; Science & Technology Through Arts,7,CTT,24,1,24,24,24
X341,Accion Academy,7,GEN ED,32,1,32,32,32
X341,Accion Academy,7,CTT,28,1,28,28,28
