DateOfBite,Breed,Age,Gender,SpayNeuter,Borough
July 22 2016,Poodle; Miniature,2,M,FALSE,Queens
July 15 2016,LAB/ PITBULL MIX,8,M,TRUE,Queens
July 27 2016,Pit Bull,5,M,TRUE,Queens
July 26 2016,Pit Bull,3,F,TRUE,Queens
July 28 2016,Labrador Retriever,3,F,TRUE,Queens
July 30 2016,German Shepherd,12,F,TRUE,Queens
August 02 2016,Mixed/Other,7,M,FALSE,Queens
July 28 2016,German Shepherd,6,F,FALSE,Queens
July 28 2016,German Shepherd,7,M,TRUE,Queens
July 30 2016,German Shepherd,2,F,FALSE,Queens
August 02 2016,LABRADOR / PIT BULL,4,F,FALSE,Queens
August 01 2016,PEEK A BOO POODLE,9,M,TRUE,Queens
August 04 2016,Golden Retriever,6,M,TRUE,Queens
August 04 2016,Pit Bull,3,F,TRUE,Queens
July 27 2016,SHIH TZU MIX,7,M,FALSE,Queens
August 05 2016,Chihuahua,1,M,FALSE,Queens
August 05 2016,Jack Russ,6,M,TRUE,Queens
August 05 2016,LABRADOR,2,M,TRUE,Queens
July 27 2016,Poodle; Miniature,3.6,M,FALSE,Queens
August 07 2016,SCHNOODLE- POODLE/SCHNAUZER,5,M,TRUE,Queens
August 07 2016,American Pit Bull Terrier/Pit Bull,8,F,TRUE,Queens
July 20 2016,Chow Chow,4,M,FALSE,Queens
August 06 2016,Pit Bull,4,M,FALSE,Queens
August 03 2016,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Queens
August 04 2016,Pit Bull,2,M,TRUE,Queens
August 14 2016,POODLE MIX,11,F,FALSE,Queens
August 14 2016,Dachshund Smooth Coat,10,F,FALSE,Queens
August 15 2016,Rottweiler,4,M,TRUE,Queens
August 16 2016,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Queens
August 16 2016,YORKSHIRE / JACK RUSS,6,F,FALSE,Queens
August 16 2016,Doberman Pinscher,6,M,FALSE,Queens
August 18 2016,Pit Bull,3,M,TRUE,Queens
August 20 2016,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Queens
August 21 2016,Shih Tzu,7,M,TRUE,Queens
August 20 2016,Shih Tzu,1,F,TRUE,Queens
August 20 2016,POODLE/ MALTESE MIX,7,M,FALSE,Queens
August 20 2016,GOLDEN RETRIEVER,10,M,TRUE,Queens
August 19 2016,BORDER COLLIE MIX,1,F,TRUE,Queens
August 23 2016,CORGI,6,M,FALSE,Queens
August 23 2016,Pit Bull,4,F,TRUE,Queens
August 23 2016,Pit Bull,4,F,TRUE,Queens
August 01 2016,PIT BULL MIX,5,M,TRUE,Queens
August 26 2016,German Shepherd,2,F,FALSE,Queens
August 22 2016,SHIH TZU X/POODLE,6,M,TRUE,Queens
August 28 2016,JACK RUSS / SHIH TZU,4,F,TRUE,Queens
August 28 2016,MALTESE / POODLE MIX,1,M,FALSE,Queens
August 28 2016,PIT BULL/BOXER X,2,M,FALSE,Queens
July 24 2016,Pit Bull,10,M,FALSE,Queens
August 29 2016,American Pit Bull Terrier/Pit Bull,5,F,FALSE,Queens
August 29 2016,Siberian Husky,5,M,TRUE,Queens
August 26 2016,CHIHUAHUA,8,F,TRUE,Queens
August 29 2016,Golden Retriever,6,M,TRUE,Queens
August 30 2016,Poodle; Toy,1,M,FALSE,Queens
September 03 2016,POODLE / SHIH TZU,4,M,TRUE,Queens
September 04 2016,Pit Bull,5,M,FALSE,Queens
September 03 2016,GOLDEN RETRIVER MIX,1,F,FALSE,Queens
September 05 2016,Shih Tzu,2,F,TRUE,Queens
September 05 2016,Shih Tzu,2,F,TRUE,Queens
September 06 2016,POODLE/ SHIH TZU MIX,1,M,TRUE,Queens
September 06 2016,GOLDEN DOODLE MIX,4,M,TRUE,Queens
September 07 2016,Cocker Spaniel,3,M,FALSE,Queens
August 29 2016,American Pit Bull Mix / Pit Bull Mix,4,F,FALSE,Queens
September 08 2016,Shar-Pei; Chinese,7,F,FALSE,Queens
September 09 2016,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Queens
September 10 2016,Labrador Retriever,4,M,TRUE,Queens
September 12 2016,German Shepherd,6,F,TRUE,Queens
September 12 2016,MALTI POO,4,F,FALSE,Queens
September 11 2016,Yorkshire Terrier,4,M,TRUE,Queens
September 13 2016,Golden Retriever,11,M,TRUE,Queens
August 24 2016,Chihuahua,3,M,TRUE,Queens
August 20 2016,Mixed/Other,5,F,TRUE,Queens
September 14 2016,AUSTRALIAN CATTLE MIX,8,F,TRUE,Queens
September 18 2016,Labrador Retriever,8,M,FALSE,Queens
September 13 2016,Akita,10,M,TRUE,Queens
September 17 2016,Shih Tzu,8,M,FALSE,Queens
September 18 2016,Shih Tzu,9,F,FALSE,Queens
September 19 2016,Shih Tzu,3,M,FALSE,Queens
September 19 2016,Bichon Frise,2,M,TRUE,Queens
September 10 2016,Shih Tzu,1,M,FALSE,Queens
September 20 2016,Jindo Dog;,9,M,TRUE,Queens
September 16 2016,POODLE / SCHNAUZER / COCKER SPANIEL MIX,12,M,TRUE,Queens
September 22 2016,Cocker Spaniel,1,M,FALSE,Queens
September 18 2016,MUTT,9,F,TRUE,Queens
September 18 2016,MUTT,9,F,TRUE,Queens
September 24 2016,Pit Bull,5,M,FALSE,Queens
September 24 2016,BULL TERRIER MIX,3,F,FALSE,Queens
September 25 2016,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Queens
September 22 2016,Pit Bull,1,M,FALSE,Queens
September 10 2016,Chihuahua Crossbreed,5,M,TRUE,Queens
September 16 2016,German Shepherd,4,M,TRUE,Queens
September 26 2016,Shiba Inu,2,M,FALSE,Queens
September 28 2016,Puggle,6,F,FALSE,Queens
September 16 2016,German Shepherd,2,M,TRUE,Queens
October 02 2016,AUSTRALIAN CATTLE,5,M,TRUE,Queens
October 06 2016,Boston Terrier,8,M,TRUE,Queens
October 06 2016,CHIHUAHUA AND DOTSON MIX,3,M,TRUE,Queens
October 08 2016,HOUND,1,F,TRUE,Queens
October 02 2016,German Shepherd,3,M,TRUE,Queens
October 12 2016,German Shepherd,2,F,TRUE,Queens
October 12 2016,LABRADOR RETRIEVER MIX,1,M,FALSE,Queens
October 16 2016,Poodle; Standard,5,M,FALSE,Queens
October 06 2016,Akita,7,M,TRUE,Queens
October 04 2016,American Staffordshire Terrier,2,F,FALSE,Queens
October 12 2016,Rottweiler,4,F,FALSE,Queens
October 11 2016,Australian Shepherd,5,F,FALSE,Queens
October 20 2016,German Shepherd,1,M,TRUE,Queens
October 20 2016,Pit Bull,9,M,TRUE,Queens
October 09 2016,Pit Bull,3,M,FALSE,Queens
October 26 2016,Pit Bull,2,M,FALSE,Queens
October 02 2016,American Pit Bull Mix / Pit Bull Mix,6,M,TRUE,Queens
October 20 2016,Pit Bull,5,M,FALSE,Queens
October 30 2016,Pit Bull,1,M,FALSE,Queens
October 25 2016,Lhasa Apso,6,M,TRUE,Queens
October 24 2016,Poodle; Miniature,5,M,FALSE,Queens
October 17 2016,Chihuahua,5,F,TRUE,Queens
October 31 2016,Maltese,9,F,FALSE,Queens
November 01 2016,Pit Bull,9,M,TRUE,Queens
October 26 2016,American Staffordshire Terrier,7,M,TRUE,Queens
November 01 2016,Maltese,5,M,TRUE,Queens
November 01 2016,Belgian Malinois,1,M,TRUE,Queens
November 02 2016,Boxer,4,M,FALSE,Queens
November 06 2016,Labrador Retriever,3,F,TRUE,Queens
November 06 2016,Poodle; Standard,3,M,TRUE,Queens
November 08 2016,Pit Bull,3,M,TRUE,Queens
November 08 2016,Siberian Husky,4,M,TRUE,Queens
November 11 2016,Cocker Spaniel,4,M,FALSE,Queens
November 10 2016,Poodle; Standard,3,M,TRUE,Queens
November 16 2016,American Pit Bull Terrier/Pit Bull,3,F,FALSE,Queens
November 17 2016,Pit Bull,5,M,TRUE,Queens
November 18 2016,COCKER SPANIEL / POODLE MIX,3,M,TRUE,Queens
November 19 2016,German Shepherd,5,M,TRUE,Queens
November 19 2016,Dalmatian,11,F,FALSE,Queens
November 18 2016,TERRIER MIX,10,M,FALSE,Queens
November 22 2016,PITBULL TERRIER MIX,5,F,TRUE,Queens
November 15 2016,HOUND MIX,2,M,TRUE,Queens
November 17 2016,Pit Bull,3,M,TRUE,Queens
November 21 2016,Shih Tzu,7,F,TRUE,Queens
November 27 2016,West High White Terrier,13,M,TRUE,Queens
November 25 2016,POODLE MIX,4,M,FALSE,Queens
November 27 2016,Puggle,6,F,TRUE,Queens
November 27 2016,Cocker Spaniel,6,M,TRUE,Queens
November 27 2016,Chihuahua,11,M,FALSE,Queens
November 30 2016,Poodle; Standard,2,M,TRUE,Queens
November 16 2016,Jack Russ,5,F,FALSE,Queens
November 21 2016,Pit Bull,3,M,FALSE,Queens
November 19 2016,Mixed/Other,9,M,TRUE,Queens
November 26 2016,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Queens
November 30 2016,Mixed/Other,2,F,FALSE,Queens
December 04 2016,GERMAN SHEPHERD MIX,1,M,FALSE,Queens
November 30 2016,JACK RUSS / CHIHUAHUA MIX,12,F,TRUE,Queens
November 27 2016,Pit Bull,6,F,FALSE,Queens
November 27 2016,PIT BULL MIX,6,F,TRUE,Queens
December 03 2016,Pit Bull,5,M,FALSE,Queens
December 06 2016,Siberian Husky,4,F,TRUE,Queens
December 09 2016,Pit Bull,1,M,FALSE,Queens
December 10 2016,SHIH TZU / BICHON FRISE MIX,5,M,TRUE,Queens
December 10 2016,Pit Bull,10,F,TRUE,Queens
December 12 2016,American Pit Bull Mix / Pit Bull Mix,4,F,TRUE,Queens
December 15 2016,PIT BULL MIX,10,M,TRUE,Queens
December 18 2016,Chow Chow,5,F,TRUE,Queens
December 17 2016,Siberian Husky,9,M,TRUE,Queens
December 18 2016,Poodle; Standard,3,M,FALSE,Queens
December 22 2016,Shih Tzu,3,M,TRUE,Queens
December 25 2016,PIT BULL MIX,2,F,TRUE,Queens
December 25 2016,GERMAN SHEPHERD MIX,3,M,FALSE,Queens
December 24 2016,LABRADOR RETRIEVER MIX,1,M,TRUE,Queens
December 25 2016,CHOW MIX,7,F,TRUE,Queens
December 25 2016,Yorkshire Terrier,2,F,TRUE,Queens
December 27 2016,FRENCH POODLE,2,M,FALSE,Queens
December 23 2016,BOSTON TERRIER MIX,4,F,TRUE,Queens
December 23 2016,Cocker Spaniel,4,M,FALSE,Queens
December 27 2016,German Shepherd,5,M,FALSE,Queens
December 23 2016,Shiba Inu,3,M,FALSE,Queens
December 28 2016,Pit Bull,5,M,FALSE,Queens
January 01 2017,Maltese,8,M,FALSE,Queens
January 01 2017,CORGI,2,M,TRUE,Queens
January 01 2017,POODLE MIX,2,M,FALSE,Queens
December 26 2016,Pit Bull,6,F,FALSE,Queens
January 05 2017,Pit Bull,1,M,FALSE,Queens
December 28 2016,Yorkshire Terrier,6,F,FALSE,Queens
December 21 2016,PIT BULL / BOXER MIX,3,M,FALSE,Queens
December 15 2016,SHEPHERED MIX,10,M,FALSE,Queens
January 08 2017,Chihuahua,5,F,FALSE,Queens
January 15 2017,STAFFORDSHIRE MIX,5,M,FALSE,Queens
January 15 2017,STAFFORDSHIRE MIX,5,M,FALSE,Queens
January 13 2017,BLACK MOUTH CUR MIX,2,F,FALSE,Queens
January 15 2017,Pit Bull,1,F,FALSE,Queens
January 18 2017,Bichon Frise,2,M,FALSE,Queens
January 11 2017,Cocker Spaniel,12,F,TRUE,Queens
January 21 2017,Wheaton Terrier,10,M,TRUE,Queens
January 25 2017,Shih Tzu,3,M,TRUE,Queens
January 24 2017,Lhasa Apso,9,F,FALSE,Queens
January 25 2017,Siberian Husky,5,M,TRUE,Queens
January 25 2017,American Pit Bull Mix / Pit Bull Mix,2,M,TRUE,Queens
January 28 2017,SHIH TZU / MALTESE MIX,3,M,TRUE,Queens
January 30 2017,PIT BULL TERRIER MIX,2,M,TRUE,Queens
January 13 2017,SHEPHERD MIX,3,F,TRUE,Queens
January 22 2017,SHEPHERD MIX,2,M,TRUE,Queens
February 02 2017,Pit Bull,3,M,FALSE,Queens
February 05 2017,ALASKAN HUSKY,10,M,TRUE,Queens
February 05 2017,LABRADOR MIX,5,M,TRUE,Queens
February 07 2017,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Queens
February 07 2017,Pit Bull,4,M,FALSE,Queens
February 07 2017,German Shepherd,4,M,FALSE,Queens
February 08 2017,Pit Bull,4,M,TRUE,Queens
February 08 2017,Pit Bull,4,M,TRUE,Queens
February 08 2017,Pit Bull,4,M,TRUE,Queens
February 09 2017,DACHSHUND MIX,8,F,TRUE,Queens
February 09 2017,Maltese,4,M,TRUE,Queens
February 12 2017,Mastiff; Bull,1,M,TRUE,Queens
February 13 2017,Mastiff; Bull,1,M,TRUE,Queens
February 10 2017,Bull Terrier,10,M,FALSE,Queens
February 15 2017,DACHSHUND MIX,8,F,FALSE,Queens
February 07 2017,Chihuahua,4,M,TRUE,Queens
February 16 2017,AMERICAN ESKIMO MIX,2,M,TRUE,Queens
February 16 2017,Staffordshire Bull Terrier,2,M,TRUE,Queens
February 17 2017,American Staffordshire Terrier,6,M,FALSE,Queens
February 19 2017,DACHSHUND MIX,13,F,TRUE,Queens
February 20 2017,ROTTWEILER MIX,1,M,TRUE,Queens
January 31 2017,Dachshund; Long Haired,5,M,TRUE,Queens
February 01 2017,TERRIER MIX,6,F,TRUE,Queens
February 14 2017,LABRADOR / PIT BULL MIX,6,F,TRUE,Queens
February 20 2017,Akita,1,M,FALSE,Queens
February 20 2017,Shih Tzu,8,M,TRUE,Queens
February 18 2017,American Pit Bull Mix / Pit Bull Mix,1,F,TRUE,Queens
February 23 2017,BEAGLE / HOUND MIX,7,M,TRUE,Queens
February 25 2017,Chihuahua,4,M,FALSE,Queens
February 24 2017,Cane Corso,2,F,TRUE,Queens
February 27 2017,Jindo Dog;,3,F,FALSE,Queens
February 27 2017,HOUND MIX,2,M,TRUE,Queens
March 02 2017,ROTTWEILER MIX,2,M,TRUE,Queens
March 05 2017,CHOW CHOW / GERMAN SHEPHERED MIX,10,M,FALSE,Queens
March 04 2017,Dachshund Smooth Coat,11,F,TRUE,Queens
March 06 2017,Scottish Terrier,3,M,TRUE,Queens
February 28 2017,Pit Bull,5,F,TRUE,Queens
February 28 2017,Pit Bull,5,F,TRUE,Queens
February 23 2017,American Pit Bull Terrier/Pit Bull,3,F,FALSE,Queens
March 08 2017,Shih Tzu,4,M,TRUE,Queens
March 09 2017,Pomeranian,15,F,TRUE,Queens
March 12 2017,Shiba Inu,2,F,TRUE,Queens
March 11 2017,Pit Bull,2,F,FALSE,Queens
March 10 2017,Bull Dog; French,5,M,TRUE,Queens
March 12 2017,PIT BULL / AMERICAN FOXHOUND MIX,4,M,FALSE,Queens
March 13 2017,Maltese,3,F,FALSE,Queens
March 13 2017,Pit Bull,5,F,FALSE,Queens
March 14 2017,Rottweiler,2,F,FALSE,Queens
March 15 2017,Bull Dog; English,4,M,TRUE,Queens
March 16 2017,HOUND / GERMAN SHEPHERD MIX,3,F,TRUE,Queens
March 17 2017,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Queens
March 17 2017,SHIH TZU MIX,1,M,TRUE,Queens
March 20 2017,German Shepherd,1,M,FALSE,Queens
March 18 2017,Pit Bull,3,M,TRUE,Queens
March 12 2017,MIX BREED,13,M,FALSE,Queens
March 22 2017,German Shepherd,8,M,FALSE,Queens
March 04 2017,PIT BULL MIX,3,F,TRUE,Queens
March 23 2017,German Shepherd,6,F,FALSE,Queens
March 25 2017,DALMATION MIX,9,M,TRUE,Queens
March 26 2017,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Queens
March 27 2017,West High White Terrier,7,M,TRUE,Queens
March 29 2017,BICHON FRISE / TERRIER MIX,11,F,TRUE,Queens
March 31 2017,Norfolk Terrier,5,F,TRUE,Queens
March 26 2017,PEKINGESE / POODLE MIX,6,M,TRUE,Queens
March 30 2017,PIT BULL / ROTTWEILER MIX,5,M,FALSE,Queens
March 26 2017,Pit Bull,7,F,TRUE,Queens
March 24 2017,Maltese,3,M,FALSE,Queens
March 20 2017,MALTESE / YORKSHIRE MIX,1,M,FALSE,Queens
April 04 2017,Maltese,7,M,TRUE,Queens
March 11 2017,PUGGLE / HOUND MIX,1,M,TRUE,Queens
March 22 2017,KERRY BLUE TERRIER,10,M,FALSE,Queens
April 06 2017,Shih Tzu,4,M,TRUE,Queens
April 05 2017,German Shepherd,3,M,FALSE,Queens
April 09 2017,Labrador Retriever,8,M,TRUE,Queens
April 10 2017,Rottweiler,2,F,FALSE,Queens
April 05 2017,CORGI / CATTLE MIX,1,M,TRUE,Queens
April 12 2017,Bull Dog; French,5,M,TRUE,Queens
April 10 2017,Pit Bull,5,M,FALSE,Queens
April 15 2017,Pit Bull,5,M,FALSE,Queens
April 16 2017,American Pit Bull Terrier/Pit Bull,3,F,FALSE,Queens
April 14 2017,LABRADOR / PIT BULL MIX,2,M,TRUE,Queens
April 16 2017,Cocker Spaniel,6,F,FALSE,Queens
April 17 2017,Pit Bull,4,F,FALSE,Queens
April 17 2017,Cairn Terrier,4,M,TRUE,Queens
April 09 2017,Shiba Inu,5,M,TRUE,Queens
April 19 2017,Beagle,2,F,FALSE,Queens
April 16 2017,Pomeranian,1,F,TRUE,Queens
April 20 2017,MIXED BREED,6,M,TRUE,Queens
April 20 2017,LABRADOR MIX,2,M,FALSE,Queens
April 20 2017,PIT BULL MIX,7,M,TRUE,Queens
April 20 2017,TERRIER / CHIHUAHUA MIX,1,F,FALSE,Queens
April 24 2017,JACK RUSSELL MIX,3,M,TRUE,Queens
April 23 2017,GERMAN SHEPHERD MIX,11,M,TRUE,Queens
April 23 2017,PIT BULL / LABRADOR MIX,2,M,FALSE,Queens
April 23 2017,POODLE MIX,4,M,FALSE,Queens
April 27 2017,LABRADOR / PIT BULL MIX,2,M,TRUE,Queens
April 02 2017,Pit Bull,3,M,FALSE,Queens
April 02 2017,Pit Bull,3,F,TRUE,Queens
April 29 2017,Pomeranian,7,M,FALSE,Queens
April 28 2017,Shih Tzu,10,M,TRUE,Queens
May 01 2017,American Pit Bull Terrier/Pit Bull,4,M,FALSE,Queens
April 25 2017,American Pit Bull Terrier/Pit Bull,6,F,FALSE,Queens
April 16 2017,Pit Bull,1,F,FALSE,Queens
April 18 2017,Scottish Terrier,4,M,TRUE,Queens
April 19 2017,MINI SCHNAUZER / YORKSHIRE MIX,3,M,TRUE,Queens
April 28 2017,Pit Bull,3,M,TRUE,Queens
April 29 2017,American Pit Bull Terrier/Pit Bull,2,M,TRUE,Queens
May 03 2017,AMERICAN BULLY,4,F,TRUE,Queens
January 31 2017,Maltese,10,M,FALSE,Queens
April 30 2017,AMERICAN ESKIMO / HUSKY MIX,2,M,TRUE,Queens
May 02 2017,Beagle,6,F,FALSE,Queens
May 08 2017,American Staffordshire Terrier,8,F,FALSE,Queens
May 08 2017,Staffordshire Bull Terrier,3,M,FALSE,Queens
May 08 2017,American Pit Bull Terrier/Pit Bull,9,M,FALSE,Queens
May 08 2017,American Pit Bull Terrier/Pit Bull,9,F,TRUE,Queens
May 07 2017,German Shepherd,1,M,TRUE,Queens
May 05 2017,PUG / CHIHUAHUA MIX,2,M,TRUE,Queens
May 08 2017,Shih Tzu,5,M,FALSE,Queens
April 26 2017,FRENCH POODLE,3,M,FALSE,Queens
May 06 2017,Bull Terrier,13,F,TRUE,Queens
May 10 2017,Staffordshire Bull Terrier,3,F,FALSE,Queens
May 09 2017,Pit Bull,3,F,TRUE,Queens
May 11 2017,Shih Tzu,5,M,FALSE,Queens
May 03 2017,Pit Bull,4,M,FALSE,Queens
May 13 2017,LABRADOR / HOUND MIX,4,M,FALSE,Queens
May 12 2017,Shih Tzu,1,M,FALSE,Queens
May 09 2017,Boxer,12,M,TRUE,Queens
May 16 2017,Siberian Husky,1,M,TRUE,Queens
May 18 2017,Pekingese,3,F,FALSE,Queens
May 19 2017,Shih Tzu,4,F,FALSE,Queens
May 18 2017,LABRADOR / CHOW CHOW MIX,6,F,TRUE,Queens
May 20 2017,Pit Bull,6,M,FALSE,Queens
May 20 2017,Pit Bull,2,F,FALSE,Queens
May 20 2017,Boxer,5,F,FALSE,Queens
May 21 2017,WEST HIGHLAND MIX,4,M,TRUE,Queens
May 22 2017,German Shepherd,1,M,FALSE,Queens
May 23 2017,MALTESE / YORKSHIRE MIX,5,M,TRUE,Queens
May 23 2017,PIT BULL MIX,1,M,TRUE,Queens
May 24 2017,American Pit Bull Terrier/Pit Bull,4,M,TRUE,Queens
May 24 2017,Jack Russ,9,M,TRUE,Queens
May 24 2017,Poodle; Toy,3,M,TRUE,Queens
May 20 2017,Rottweiler,1,M,FALSE,Queens
May 25 2017,Pit Bull,5,M,TRUE,Queens
May 27 2017,German Shepherd,5,F,FALSE,Queens
May 25 2017,Chihuahua,7,M,TRUE,Queens
May 27 2017,Shih Tzu,14,F,TRUE,Queens
May 26 2017,Labrador Retriever,7,M,FALSE,Queens
May 30 2017,TERRIER MIX,6,F,TRUE,Queens
May 31 2017,American Pit Bull Terrier/Pit Bull,9,M,TRUE,Queens
May 31 2017,American Pit Bull Terrier/Pit Bull,9,M,TRUE,Queens
May 29 2017,Labrador Retriever,2,F,TRUE,Queens
June 02 2017,American Pit Bull Mix / Pit Bull Mix,10,F,TRUE,Queens
June 03 2017,Silky Terrier,6,M,TRUE,Queens
June 04 2017,ROTTWEILER AND BOXER MIX,1,M,TRUE,Queens
June 07 2017,MIXED BREED,5,F,TRUE,Queens
June 07 2017,ROTTWEILER / SHEPHERD MIX,6,M,TRUE,Queens
June 03 2017,Chihuahua,7,F,FALSE,Queens
June 08 2017,Shih Tzu,3,M,TRUE,Queens
June 01 2017,MALTESE / POODLE MIX,6,F,TRUE,Queens
June 11 2017,LABRADOR MIX,3,M,TRUE,Queens
June 12 2017,AMERICAN STAFFORD AND LABRADOR MIX,5,M,FALSE,Queens
June 12 2017,Shih Tzu,11,F,TRUE,Queens
June 13 2017,MALTESE TERRIER,6,M,TRUE,Queens
June 09 2017,Shih Tzu,4,M,FALSE,Queens
June 07 2017,Shih Tzu,5,M,FALSE,Queens
June 13 2017,PIT BULL / BOXER MIX,8,M,FALSE,Queens
June 13 2017,American Pit Bull Terrier/Pit Bull,1,F,TRUE,Queens
June 15 2017,German Shepherd,7,M,TRUE,Queens
June 16 2017,Golden Retriever,12,M,TRUE,Queens
June 15 2017,Jack Russ,5,M,FALSE,Queens
June 17 2017,Yorkshire Terrier,2,M,TRUE,Queens
June 16 2017,Maltese,9,M,TRUE,Queens
June 16 2017,GOLDEN / CHOW MIX,3,M,TRUE,Queens
June 12 2017,Siberian Husky,5,M,TRUE,Queens
June 18 2017,German Shepherd,9,M,FALSE,Queens
June 14 2017,MASTIFF,3,M,TRUE,Queens
June 17 2017,GERMAN SHEPHERD MIX,4,M,TRUE,Queens
June 17 2017,Shiba Inu,3,M,TRUE,Queens
June 19 2017,CANE CORSO / MASTIFF MIX,3,M,FALSE,Queens
June 19 2017,Labrador Retriever,2,M,FALSE,Queens
June 14 2017,Bull dog,8,M,FALSE,Queens
June 16 2017,Yorkshire Terrier,2,F,FALSE,Queens
June 21 2017,Pit Bull,3,M,FALSE,Queens
June 21 2017,German Shepherd,2,M,TRUE,Queens
June 21 2017,Shih Tzu,11,M,TRUE,Queens
June 22 2017,Rottweiler,6,M,TRUE,Queens
May 30 2017,PIT BULL MIX,6,F,TRUE,Queens
June 01 2017,Shih Tzu,1,F,FALSE,Queens
June 23 2017,Pit Bull,2,M,FALSE,Queens
June 24 2017,Pomeranian,8,F,FALSE,Queens
June 25 2017,ALASKAN KLEE KAI,2,F,FALSE,Queens
June 24 2017,SHIH TZU / CHIHUAHUA MIX,10,M,TRUE,Queens
June 25 2017,Chihuahua,3,M,TRUE,Queens
June 26 2017,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Queens
June 23 2017,Pit Bull,4,M,FALSE,Queens
June 23 2017,Pit Bull,7,M,TRUE,Queens
June 26 2017,GERMAN SHEPHERD / LABRADOR MIX,1,M,TRUE,Queens
June 25 2017,Pug,5,M,FALSE,Queens
June 27 2017,TERRIER MIX,6,F,FALSE,Queens
June 13 2017,GERMAN SHEPHERD / CHOW MIX,8,M,TRUE,Queens
June 24 2017,MALTESE / POODLE,2,F,TRUE,Queens
June 28 2017,BORDER COLLIE MIX,4,F,TRUE,Queens
June 28 2017,MORKIE MIX,4,M,FALSE,Queens
June 29 2017,Staffordshire Bull Terrier,9,M,TRUE,Queens
June 29 2017,Chihuahua,7,M,FALSE,Queens
July 01 2017,American Staffordshire Terrier,6,F,TRUE,Queens
July 01 2017,POODLE MIX,1,M,TRUE,Queens
July 03 2017,MALTESE / POODLE MIX,7,M,TRUE,Queens
July 05 2017,Jack Russ,3,M,TRUE,Queens
July 05 2017,CENTRAL ASIAN SHEPHERD,1,M,FALSE,Queens
June 24 2017,German Shepherd,1,M,FALSE,Queens
July 07 2017,Pit Bull,1,M,TRUE,Queens
July 09 2017,AMERICAN BULLY,1,M,FALSE,Queens
July 08 2017,Shih Tzu,8,M,TRUE,Queens
July 09 2017,Golden Retriever,7,M,TRUE,Queens
July 08 2017,ENGLISH COCKER SPANIEL,1,M,FALSE,Queens
July 10 2017,ROTTWEILER / PIT BULL MIX,1,M,FALSE,Queens
July 09 2017,Maltese,7,F,TRUE,Queens
July 08 2017,Yorkshire Terrier,7,M,TRUE,Queens
July 09 2017,German Shepherd,3,M,FALSE,Queens
July 11 2017,POMERANIAN / CHIHUAHUA MIX,1,F,FALSE,Queens
July 11 2017,Pit Bull,8,M,FALSE,Queens
July 11 2017,Pit Bull,2,F,FALSE,Queens
July 11 2017,JAPANESE CHIN / MALTESE MIX,2,M,FALSE,Queens
June 25 2017,Puggle,2,M,FALSE,Queens
May 16 2017,Pit Bull,6,F,TRUE,Queens
May 16 2017,Pit Bull,2,F,TRUE,Queens
July 12 2017,MIXED BREED,1,M,TRUE,Queens
July 12 2017,Tibetan Terrier,4,M,TRUE,Queens
July 11 2017,BEAGLE / COCKERSPANIEL MIX,3,M,FALSE,Queens
July 13 2017,Samoyed,10,F,FALSE,Queens
July 13 2017,Poodle; Standard,2,M,FALSE,Queens
July 13 2017,Bull Dog; English,5,F,FALSE,Queens
July 15 2017,JACK RUSS / SHIH TZU MIX,4,F,FALSE,Queens
July 16 2017,Boxer,1,F,TRUE,Queens
July 16 2017,Siberian Husky,1,M,TRUE,Queens
July 17 2017,Chihuahua,7,M,FALSE,Queens
July 14 2017,Yorkshire Terrier,10,F,TRUE,Queens
July 15 2017,Tibetan Terrier,3,M,TRUE,Queens
July 15 2017,Jack Russ,13,F,TRUE,Queens
July 16 2017,Beagle Crossbreed,1,F,TRUE,Queens
July 17 2017,Pit Bull,6,F,TRUE,Queens
June 17 2017,Beagle,4,M,FALSE,Queens
July 01 2017,CHINESE CRESTED,4,M,TRUE,Queens
July 18 2017,Pekingese,7,F,FALSE,Queens
July 11 2017,American Pit Bull Terrier/Pit Bull,4,F,TRUE,Queens
July 15 2017,Bichon Frise,2,F,TRUE,Queens
July 19 2017,American Pit Bull Terrier/Pit Bull,8,F,TRUE,Queens
July 08 2017,GERMAN SHEPHERD MIX,7,M,TRUE,Queens
July 10 2017,STAFFORDSHIRE / PIT BULL MIX,6,F,TRUE,Queens
July 20 2017,POODLE MIX,9,M,TRUE,Queens
July 20 2017,LHASA / SHIH TZU MIX,6,M,TRUE,Queens
July 22 2017,MALTI TZU,2,M,FALSE,Queens
July 18 2017,Pit Bull,3,M,FALSE,Queens
July 25 2017,Yorkshire Terrier,13,M,FALSE,Queens
July 26 2017,Beagle,5,M,TRUE,Queens
July 26 2017,German Shepherd,7,M,FALSE,Queens
July 17 2017,Bichon Frise,2,M,TRUE,Queens
