DateOfBite,Breed,Age,Gender,SpayNeuter,Borough
September 17 2016,DACHSHUND/JACK RUSS TERRIER,3,M,FALSE,Bronx
September 17 2016,DACHSHUND/JACK RUSS TERRIER,3,M,FALSE,Bronx
September 20 2016,Pit Bull,8,M,FALSE,Bronx
September 20 2016,Pit Bull,4,M,TRUE,Bronx
September 21 2016,Pomeranian,7,M,FALSE,Bronx
September 23 2016,Labrador Retriever,10,M,FALSE,Bronx
September 25 2016,Poodle; Standard,7,M,FALSE,Bronx
September 10 2016,Pit Bull,10,F,FALSE,Bronx
September 28 2016,Pit Bull,1,F,TRUE,Bronx
September 28 2016,MALTESE POODLE,7,M,FALSE,Bronx
September 27 2016,Pit Bull,5,F,FALSE,Bronx
September 27 2016,Pit Bull,7,F,FALSE,Bronx
September 27 2016,Shih Tzu,1,M,FALSE,Bronx
September 30 2016,Pit Bull,6,M,FALSE,Bronx
September 29 2016,PIT BULL/BULL DOG MIX,6,M,FALSE,Bronx
October 02 2016,Pit Bull,2,F,FALSE,Bronx
October 03 2016,Pomeranian,7,M,TRUE,Bronx
September 16 2016,German Shepherd,2,M,TRUE,Bronx
October 03 2016,Pit Bull,4,M,FALSE,Bronx
October 07 2016,ENGLISH BULL DOG,4,F,FALSE,Bronx
October 09 2016,Rottweiler,4,F,FALSE,Bronx
October 07 2016,SHIH TZU MIX,1,F,TRUE,Bronx
October 16 2016,Mixed/Other,1,M,FALSE,Bronx
October 08 2016,RED NOSE PIT BULL,1,F,FALSE,Bronx
October 08 2016,RED NOSE PIT BULL,1,F,FALSE,Bronx
October 17 2016,Pit Bull,1,M,FALSE,Bronx
October 15 2016,HUSKY LABRADOR,3,F,TRUE,Bronx
October 19 2016,Poodle; Standard,4,F,FALSE,Bronx
September 18 2016,Pit Bull,2,M,TRUE,Bronx
October 24 2016,Pit Bull,5,M,FALSE,Bronx
October 27 2016,MALTESE,11,M,TRUE,Bronx
October 19 2016,Jack Russ,14,F,FALSE,Bronx
October 21 2016,Pit Bull,3,M,FALSE,Bronx
October 28 2016,YORKIE,3,M,TRUE,Bronx
October 18 2016,Pit Bull,4,F,FALSE,Bronx
November 03 2016,Pit Bull,3,F,FALSE,Bronx
November 02 2016,German Shepherd,6,M,FALSE,Bronx
November 06 2016,MALTESE MIX,2,M,TRUE,Bronx
November 05 2016,Pit Bull,2,F,FALSE,Bronx
November 08 2016,Chihuahua,5,M,TRUE,Bronx
November 09 2016,Chihuahua Crossbreed,2,M,FALSE,Bronx
November 09 2016,Chihuahua Crossbreed,2,M,FALSE,Bronx
November 12 2016,CORGI,6,M,TRUE,Bronx
November 11 2016,Pit Bull,4,M,FALSE,Bronx
November 05 2016,Shih Tzu,2,M,FALSE,Bronx
November 15 2016,Lhasa Apso,6,M,FALSE,Bronx
November 17 2016,YORKIE / CHIHUAHUA MIX,4,M,TRUE,Bronx
November 18 2016,Pit Bull,1,M,FALSE,Bronx
November 22 2016,Pit Bull,6,M,FALSE,Bronx
November 24 2016,BASSET HOUND MIX,3,M,TRUE,Bronx
November 27 2016,Pomeranian,2,M,FALSE,Bronx
November 25 2016,COCKER SPANIEL/ LAB X,4,M,FALSE,Bronx
November 24 2016,Shih Tzu,2,M,FALSE,Bronx
November 29 2016,Mixed/Other,5,M,TRUE,Bronx
November 30 2016,PIT BULL MIX,4,F,TRUE,Bronx
November 27 2016,American Staffordshire Terrier,8,M,TRUE,Bronx
December 03 2016,PIT BULL MIX,4,F,FALSE,Bronx
December 02 2016,CHIHUAHUA SH/DACHSHUND,8,M,FALSE,Bronx
November 23 2016,Pit Bull,3,F,TRUE,Bronx
December 03 2016,Pit Bull,1,F,FALSE,Bronx
December 06 2016,Shih Tzu,3,M,FALSE,Bronx
December 05 2016,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Bronx
December 08 2016,Chihuahua Crossbreed,1,M,FALSE,Bronx
December 07 2016,STAFFORDHIRE/ENGLISH BULLDOG,2,F,TRUE,Bronx
December 12 2016,Chihuahua,3,M,TRUE,Bronx
December 09 2016,GERMAN SHEPHERD / PIT BULL MIX,3,M,FALSE,Bronx
December 13 2016,Pit Bull,4,F,FALSE,Bronx
December 15 2016,Shih Tzu,4,M,FALSE,Bronx
December 21 2016,Yorkshire Terrier Crossbreed,5,M,FALSE,Bronx
December 21 2016,Dachshund; Long Haired,8,M,FALSE,Bronx
December 21 2016,Pit Bull,12,F,TRUE,Bronx
December 25 2016,PIT BULL MIX,5,M,TRUE,Bronx
December 26 2016,PUGGLE / BEAGLE MIX,6,M,TRUE,Bronx
December 23 2016,Chihuahua,3,M,FALSE,Bronx
December 27 2016,Beagle,5,M,TRUE,Bronx
December 25 2016,Rottweiler,2,F,TRUE,Bronx
December 29 2016,ALASKAN HUSKY,5,M,FALSE,Bronx
December 30 2016,SCHNAUZER/WHEATON MIX,1,M,FALSE,Bronx
December 30 2016,SHIH TZU MIX,1,M,FALSE,Bronx
January 04 2017,Shih Tzu,2,F,FALSE,Bronx
December 29 2016,Pit Bull,7,M,TRUE,Bronx
January 06 2017,PIT BULL MIX,2,F,TRUE,Bronx
January 11 2017,Cavalier King Charles Spaniel,9,M,TRUE,Bronx
January 12 2017,LABRADOR RETRIEVER MIX,1,M,TRUE,Bronx
December 22 2016,Jack Russ,8,M,TRUE,Bronx
January 12 2017,Rottweiler,2,M,FALSE,Bronx
January 16 2017,Pit Bull,2,M,FALSE,Bronx
January 15 2017,POODLE SHIHTZU,2.5,M,FALSE,Bronx
January 14 2017,Pit Bull,7,M,FALSE,Bronx
January 19 2017,Chihuahua,3,F,TRUE,Bronx
January 20 2017,PIT BULL MIX,2,M,FALSE,Bronx
January 23 2017,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Bronx
January 23 2017,Yorkshire Terrier,2,M,TRUE,Bronx
January 20 2017,Labrador Retriever Crossbreed,6,M,TRUE,Bronx
January 30 2017,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Bronx
February 01 2017,American Pit Bull Terrier/Pit Bull,4,F,FALSE,Bronx
February 01 2017,HUSKY,7,F,TRUE,Bronx
February 02 2017,Akita,4,M,FALSE,Bronx
February 04 2017,American Staffordshire Terrier,3,F,FALSE,Bronx
February 07 2017,Maltese,6,M,FALSE,Bronx
February 04 2017,Pit Bull,3,M,TRUE,Bronx
February 07 2017,Pit Bull,1,F,FALSE,Bronx
February 11 2017,Shih Tzu,2,M,TRUE,Bronx
February 15 2017,Pit Bull,4,F,FALSE,Bronx
February 06 2017,Yorkshire Terrier,2,M,TRUE,Bronx
February 07 2017,Yorkshire Terrier,2,M,FALSE,Bronx
February 17 2017,American Pit Bull Mix / Pit Bull Mix,5,F,TRUE,Bronx
February 19 2017,SCHNAUZER STAND/SC WHEAT TERR,1,M,FALSE,Bronx
February 18 2017,American Pit Bull Mix / Pit Bull Mix,5,M,FALSE,Bronx
February 17 2017,American Pit Bull Mix / Pit Bull Mix,2,M,TRUE,Bronx
February 17 2017,Pit Bull,4,M,FALSE,Bronx
February 20 2017,Bull dog,3,F,TRUE,Bronx
February 23 2017,Pit Bull,1,M,FALSE,Bronx
February 27 2017,Chihuahua Crossbreed,3,F,FALSE,Bronx
February 25 2017,American Pit Bull Terrier/Pit Bull,4,F,TRUE,Bronx
February 27 2017,Chihuahua Crossbreed,3,F,FALSE,Bronx
March 05 2017,Maltese,5,M,TRUE,Bronx
March 05 2017,Chihuahua,3,F,TRUE,Bronx
February 25 2017,Pit Bull,1,M,FALSE,Bronx
March 09 2017,Bull Dog; English,1,F,FALSE,Bronx
March 11 2017,Pit Bull,10,M,TRUE,Bronx
March 05 2017,American Pit Bull Terrier/Pit Bull,9,M,FALSE,Bronx
March 16 2017,Staffordshire Bull Terrier,1,M,FALSE,Bronx
March 13 2017,Miniature Pinscher,9,M,FALSE,Bronx
March 17 2017,Yorkshire Terrier,3,F,TRUE,Bronx
March 20 2017,Pit Bull,2,F,FALSE,Bronx
March 18 2017,American Pit Bull Mix / Pit Bull Mix,8,F,TRUE,Bronx
March 19 2017,Golden Retriever,10,M,FALSE,Bronx
March 18 2017,Shih Tzu,9,M,FALSE,Bronx
March 20 2017,American Staffordshire Terrier,2,M,FALSE,Bronx
March 20 2017,American Pit Bull Mix / Pit Bull Mix,5,M,TRUE,Bronx
March 21 2017,Pit Bull,7,M,FALSE,Bronx
March 18 2017,YORKSHIRE / SHIH TZU MIX,1,M,TRUE,Bronx
March 28 2017,Poodle; Standard,1,M,FALSE,Bronx
March 31 2017,Cocker Spaniel,7,F,FALSE,Bronx
March 31 2017,JACK RUSSELL X,8,F,FALSE,Bronx
March 18 2017,Poodle; Standard,2,F,TRUE,Bronx
April 03 2017,Pit Bull,8,F,FALSE,Bronx
April 03 2017,Labrador Retriever Crossbreed,9,M,FALSE,Bronx
April 06 2017,Poodle; Standard,7,F,FALSE,Bronx
April 05 2017,Pit Bull,1,M,FALSE,Bronx
April 07 2017,American Pit Bull Terrier/Pit Bull,4,M,TRUE,Bronx
April 09 2017,Coonhound; Treeing Walker,1,M,TRUE,Bronx
April 05 2017,Poodle; Standard,10,M,FALSE,Bronx
April 11 2017,Cocker Spaniel,1,M,FALSE,Bronx
April 10 2017,Shih Tzu,4,M,TRUE,Bronx
April 13 2017,Shih Tzu,11,F,FALSE,Bronx
April 14 2017,Maltese,5,F,TRUE,Bronx
April 16 2017,Chihuahua,1,M,FALSE,Bronx
April 15 2017,HATCHIE,5,M,FALSE,Bronx
April 13 2017,German Shepherd,2,M,TRUE,Bronx
April 22 2017,American Pit Bull Mix / Pit Bull Mix,2,M,TRUE,Bronx
April 18 2017,Pit Bull,2,M,TRUE,Bronx
April 17 2017,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Bronx
April 17 2017,Pit Bull,2,F,TRUE,Bronx
April 25 2017,Jack Russ,1,M,FALSE,Bronx
April 17 2017,Yorkshire Terrier Crossbreed,1,M,TRUE,Bronx
April 22 2017,Pit Bull,5,M,FALSE,Bronx
April 19 2017,Chihuahua,14,F,FALSE,Bronx
April 21 2017,Shih Tzu,5,M,FALSE,Bronx
April 20 2017,American Pit Bull Mix / Pit Bull Mix,7,M,FALSE,Bronx
April 24 2017,Lhasa Apso,9,F,FALSE,Bronx
April 29 2017,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Bronx
May 03 2017,Papillon,7,F,FALSE,Bronx
May 03 2017,Pit Bull,2,M,FALSE,Bronx
April 29 2017,Shih Tzu,3,M,TRUE,Bronx
April 23 2017,TERR & LAB,6,M,TRUE,Bronx
April 25 2017,Cocker Spaniel,6,M,FALSE,Bronx
April 30 2017,Pit Bull,7,M,FALSE,Bronx
May 08 2017,American Pit Bull Mix / Pit Bull Mix,5,M,FALSE,Bronx
May 05 2017,American Staffordshire Terrier,6,F,FALSE,Bronx
May 10 2017,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Bronx
May 09 2017,Siberian Husky,10,F,FALSE,Bronx
May 10 2017,Maltese,8,M,TRUE,Bronx
May 12 2017,STAFFORD -SMAR BULLY PIT BULL,2,M,FALSE,Bronx
May 15 2017,Pit Bull,5,F,FALSE,Bronx
May 08 2017,American Pit Bull Mix / Pit Bull Mix,5,M,FALSE,Bronx
May 16 2017,Cocker Spaniel,3,F,FALSE,Bronx
May 12 2017,Pit Bull,2,F,FALSE,Bronx
May 11 2017,Pit Bull,3,M,FALSE,Bronx
May 17 2017,Pit Bull,4,F,TRUE,Bronx
May 17 2017,Labrador Retriever Crossbreed,2,M,TRUE,Bronx
May 15 2017,Pit Bull,5,F,TRUE,Bronx
May 15 2017,Pit Bull,2,M,FALSE,Bronx
May 11 2017,American Pit Bull Mix / Pit Bull Mix,6,M,FALSE,Bronx
May 18 2017,Havanese,3,M,FALSE,Bronx
May 20 2017,Cocker Spaniel Crossbreed,6,M,FALSE,Bronx
May 19 2017,Yorkshire Terrier,1,M,TRUE,Bronx
May 24 2017,Shih Tzu,2,M,FALSE,Bronx
May 29 2017,Chow Chow,1,M,FALSE,Bronx
May 31 2017,Chihuahua,15.5,M,TRUE,Bronx
May 28 2017,Pit Bull,3,M,FALSE,Bronx
May 26 2017,Pit Bull,6,M,TRUE,Bronx
May 19 2017,Boxer,3,M,FALSE,Bronx
May 28 2017,PIT BULL MIX,3,M,FALSE,Bronx
May 27 2017,Chihuahua,2.5,M,FALSE,Bronx
May 05 2017,Shih Tzu,4,M,FALSE,Bronx
June 03 2017,German Shepherd Crossbreed,4,M,FALSE,Bronx
June 08 2017,Chihuahua,5,M,TRUE,Bronx
June 02 2017,Pit Bull,2,M,TRUE,Bronx
June 04 2017,Labrador Retriever Crossbreed,3,M,TRUE,Bronx
May 31 2017,Shih Tzu,4,M,FALSE,Bronx
June 03 2017,Labrador Retriever Crossbreed,4,M,TRUE,Bronx
June 06 2017,Labrador Retriever Crossbreed,4,M,TRUE,Bronx
June 11 2017,Chihuahua,6,M,FALSE,Bronx
June 11 2017,Yorkshire Terrier,3,M,FALSE,Bronx
June 12 2017,Pit Bull,2,F,FALSE,Bronx
June 20 2017,American Pit Bull Terrier/Pit Bull,1,M,FALSE,Bronx
June 11 2017,Pit Bull,6,M,TRUE,Bronx
June 21 2017,Shih Tzu,3,F,FALSE,Bronx
June 15 2017,Pit Bull,7,F,TRUE,Bronx
June 21 2017,Akita,2,M,FALSE,Bronx
June 22 2017,Pit Bull,7,M,FALSE,Bronx
June 22 2017,Maltese,1,F,FALSE,Bronx
June 26 2017,POODLE MIN/SHIH TZU,7,M,TRUE,Bronx
June 28 2017,German Shepherd,1,M,FALSE,Bronx
June 19 2017,Labrador Retriever,12,F,FALSE,Bronx
June 29 2017,Yorkshire Terrier,1,M,FALSE,Bronx
June 28 2017,Rhodesian Ridgeback,6,M,TRUE,Bronx
July 01 2017,Chihuahua,4,F,TRUE,Bronx
July 09 2017,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Bronx
July 09 2017,Pit Bull,1,M,FALSE,Bronx
July 07 2017,YORKIE MALTESE MIX,4,M,FALSE,Bronx
July 08 2017,American Pit Bull Mix / Pit Bull Mix,5,M,FALSE,Bronx
July 09 2017,American Pit Bull Terrier/Pit Bull,2,F,FALSE,Bronx
July 01 2017,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Bronx
July 04 2017,Beagle,1,M,TRUE,Bronx
July 09 2017,Shih Tzu,2,M,FALSE,Bronx
July 13 2017,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Bronx
July 12 2017,AMERICAN BULLY,2,M,FALSE,Bronx
July 07 2017,Pit Bull,2,M,FALSE,Bronx
July 15 2017,Pit Bull,3,M,FALSE,Bronx
July 14 2017,Pit Bull,2,F,FALSE,Bronx
July 14 2017,German Shepherd,3,M,TRUE,Bronx
July 21 2017,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Bronx
July 22 2017,Pit Bull,2,M,FALSE,Bronx
July 22 2017,Pit Bull,7,M,TRUE,Bronx
July 25 2017,American Staffordshire Terrier,2,M,FALSE,Bronx
July 27 2017,Pit Bull,9,M,TRUE,Bronx
July 31 2017,Bull Dog; English,3,M,FALSE,Bronx
August 01 2017,Labrador Retriever Crossbreed,6,M,TRUE,Bronx
July 24 2017,American Pit Bull Terrier/Pit Bull,1,F,TRUE,Bronx
July 30 2017,Pit Bull,3,M,FALSE,Bronx
July 28 2017,Pit Bull,6,M,FALSE,Bronx
August 03 2017,Pit Bull,10,M,TRUE,Bronx
August 06 2017,Dalmatian,21,F,TRUE,Bronx
August 04 2017,Pit Bull,7,F,TRUE,Bronx
August 09 2017,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Bronx
August 09 2017,Mastiff; Bull,4,M,TRUE,Bronx
August 09 2017,Pit Bull,5,F,TRUE,Bronx
August 01 2017,Shih Tzu,2,M,FALSE,Bronx
August 12 2017,Poodle; Miniature,5,M,FALSE,Bronx
August 11 2017,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Bronx
August 08 2017,German Shepherd,1,M,FALSE,Bronx
August 16 2017,Pit Bull,8,M,FALSE,Bronx
August 08 2017,Pit Bull,9,F,TRUE,Bronx
August 16 2017,Rottweiler,5,M,FALSE,Bronx
August 16 2017,Lhasa Apso,2,M,FALSE,Bronx
August 17 2017,Bull dog,8,M,FALSE,Bronx
August 20 2017,Bull Terrier,3,M,TRUE,Bronx
August 09 2017,Poodle; Miniature,12,M,FALSE,Bronx
August 19 2017,Pit Bull,3,F,FALSE,Bronx
August 22 2017,Siberian Husky,2,M,FALSE,Bronx
August 25 2017,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Bronx
August 26 2017,TERR X,4,M,FALSE,Bronx
August 29 2017,American Pit Bull Mix / Pit Bull Mix,8,F,TRUE,Bronx
August 26 2017,Saint Bernard,8,M,FALSE,Bronx
August 31 2017,American Pit Bull Mix / Pit Bull Mix,1.3,M,TRUE,Bronx
August 31 2017,Pit Bull,4,F,FALSE,Bronx
September 05 2017,Poodle; Miniature,8,M,TRUE,Bronx
September 01 2017,Scottish Terrier,2,M,FALSE,Bronx
September 02 2017,Shih Tzu,4,F,FALSE,Bronx
September 10 2017,Yorkshire Terrier Crossbreed,1,M,FALSE,Bronx
September 11 2017,Pit Bull,7,F,TRUE,Bronx
September 09 2017,DACHSHUND MIX TERRIER,13,M,TRUE,Bronx
September 17 2017,PIT BULL / SHEPHERD MIX,5,M,FALSE,Bronx
September 18 2017,Pit Bull,1,M,FALSE,Bronx
September 19 2017,American Pit Bull Mix / Pit Bull Mix,2,F,FALSE,Bronx
September 19 2017,Beagle Crossbreed,2,M,TRUE,Bronx
September 16 2017,Pit Bull,9,M,FALSE,Bronx
September 16 2017,American Pit Bull Mix / Pit Bull Mix,6,M,FALSE,Bronx
September 03 2017,Pit Bull,3,F,FALSE,Bronx
September 20 2017,American Pit Bull Mix / Pit Bull Mix,5,F,TRUE,Bronx
September 25 2017,Boxer,7,M,FALSE,Bronx
September 25 2017,TERRIER MIX,2,M,FALSE,Bronx
September 30 2017,Maltese,7,F,FALSE,Bronx
October 05 2017,CHIHUAHUA MIX,2,M,TRUE,Bronx
September 22 2017,Pit Bull,2,M,FALSE,Bronx
October 09 2017,TERRIER MIX,3,F,FALSE,Bronx
October 13 2017,Shih Tzu,8,M,FALSE,Bronx
October 10 2017,Maltese,5,M,FALSE,Bronx
October 26 2017,Siberian Husky,2,M,FALSE,Bronx
October 23 2017,Mixed/Other,15,M,FALSE,Bronx
October 27 2017,Poodle; Standard,3,M,FALSE,Bronx
October 28 2017,LARGE DOG,9,M,FALSE,Bronx
October 29 2017,Shih Tzu,5,M,TRUE,Bronx
October 28 2017,Miniature Pinscher,6,M,FALSE,Bronx
October 28 2017,Pit Bull,6,M,TRUE,Bronx
November 03 2017,BULLY,1,F,FALSE,Bronx
November 07 2017,MEDIUM MIXED BREED,4,M,FALSE,Bronx
November 11 2017,Siberian Husky,1,F,TRUE,Bronx
November 12 2017,Pit Bull,5,M,FALSE,Bronx
November 15 2017,Shih Tzu,11,F,FALSE,Bronx
November 15 2017,Dachshund Smooth Coat,5,F,FALSE,Bronx
November 06 2017,Yorkshire Terrier,3,M,FALSE,Bronx
November 20 2017,Pit Bull,8,M,FALSE,Bronx
November 15 2017,Mixed/Other,1,F,FALSE,Bronx
November 19 2017,HOUND,1,M,TRUE,Bronx
November 15 2017,SHEPHERD / PIT BULL MIX,5,F,TRUE,Bronx
November 26 2017,Pit Bull,13,M,TRUE,Bronx
November 25 2017,Shih Tzu,8,M,FALSE,Bronx
November 28 2017,Chihuahua,3,M,TRUE,Bronx
December 01 2017,Pit Bull,2,M,FALSE,Bronx
December 06 2017,LARGE MIXED BREED,3,M,FALSE,Bronx
December 11 2017,German Shepherd Crossbreed,4,F,TRUE,Bronx
December 17 2017,Pit Bull,3,M,TRUE,Bronx
December 19 2017,Maltese,3,F,FALSE,Bronx
December 19 2017,Mixed/Other,6,M,FALSE,Bronx
December 21 2017,PIT BULL,5,M,FALSE,Bronx
December 24 2017,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Bronx
December 23 2017,Havanese,9,F,TRUE,Bronx
December 25 2017,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Bronx
December 26 2017,LARGE MIXED BREED,3,F,FALSE,Bronx
December 22 2017,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Bronx
December 28 2017,YORKIE/ SHIH TZU,1,M,FALSE,Bronx
December 27 2017,Pit Bull,2,M,FALSE,Bronx
December 30 2017,DACHSHUND MIX,5,M,FALSE,Bronx
December 28 2017,PIT BULL X/SHEPHERD,1,M,FALSE,Bronx
December 31 2017,Pit Bull,3,M,TRUE,Bronx
July 02 2017,Shih Tzu,2,M,FALSE,Bronx
January 01 2015,Dachshund; Long Haired,8,M,FALSE,Manhattan
January 04 2015,CHIHUAHUA/JACK RUSS,5,M,TRUE,Manhattan
January 04 2015,Shih Tzu,2,M,FALSE,Manhattan
January 02 2015,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Manhattan
January 01 2015,Mixed/Other,10,M,TRUE,Manhattan
January 07 2015,Collie Crossbreed,2,M,FALSE,Manhattan
January 08 2015,Maltese,4,M,FALSE,Manhattan
January 09 2015,NOVA SCOTIA DUCK TOLLING RETRIEVER,5,M,TRUE,Manhattan
January 10 2015,DACHSHUND/CHIHUAHUA SH,7,F,FALSE,Manhattan
January 09 2015,POODLE/SCHNAUZER,3,M,FALSE,Manhattan
January 06 2015,Labradoodle,2,M,TRUE,Manhattan
January 11 2015,Jack Russ,2,M,TRUE,Manhattan
January 11 2015,CHIHUAHUA/LAB,9,M,FALSE,Manhattan
January 13 2015,Pit Bull,7,M,FALSE,Manhattan
January 13 2015,Jack Russ,7,M,FALSE,Manhattan
January 18 2015,Labrador Retriever,8,M,TRUE,Manhattan
January 19 2015,German Shepherd,12,M,FALSE,Manhattan
January 20 2015,American Pit Bull Mix / Pit Bull Mix,2,F,FALSE,Manhattan
January 19 2015,Pit Bull,5,M,TRUE,Manhattan
January 20 2015,Pekingese,5,M,FALSE,Manhattan
January 19 2015,Jack Russ,12,M,FALSE,Manhattan
January 23 2015,Shih Tzu,5,F,TRUE,Manhattan
January 23 2015,Mixed/Other,9,M,TRUE,Manhattan
January 31 2015,Labrador Retriever Crossbreed,5,M,FALSE,Manhattan
February 02 2015,JACK RUSSELL MIX,2,M,TRUE,Manhattan
January 31 2015,Labrador Retriever Crossbreed,4,M,FALSE,Manhattan
February 04 2015,American Pit Bull Mix / Pit Bull Mix,2,F,FALSE,Manhattan
February 09 2015,American Pit Bull Mix / Pit Bull Mix,2,F,TRUE,Manhattan
February 06 2015,Labrador Retriever,6,F,FALSE,Manhattan
February 08 2015,Shih Tzu,1,F,FALSE,Manhattan
February 06 2015,American Eskimo,10,F,TRUE,Manhattan
February 09 2015,Chihuahua Crossbreed,1,M,TRUE,Manhattan
February 11 2015,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Manhattan
February 08 2015,Cane Corso,6,M,TRUE,Manhattan
February 14 2015,PODENGO PEQUENO/MIX,2,M,FALSE,Manhattan
February 13 2015,Welsh Corgi; Pembroke,3,M,TRUE,Manhattan
February 17 2015,PODENGO PEQUENO/MIX,2,M,FALSE,Manhattan
February 17 2015,Poodle; Standard,9,F,TRUE,Manhattan
February 19 2015,PITBULL/ LAB,2,M,FALSE,Manhattan
February 20 2015,Collie Crossbreed,6,M,TRUE,Manhattan
February 23 2015,Collie Crossbreed,6,M,FALSE,Manhattan
February 23 2015,Lhasa Apso,1,M,FALSE,Manhattan
February 19 2015,PITBULL/RHODESIAN,4,M,TRUE,Manhattan
February 27 2015,Akita,7,F,FALSE,Manhattan
March 03 2015,STAFFORDSHIRE MIX,3,M,FALSE,Manhattan
March 03 2015,STAFFORDSHIRE MIX,3,M,FALSE,Manhattan
March 03 2015,STAFFORDSHIRE MIX,3,M,FALSE,Manhattan
March 03 2015,STAFFORDSHIRE MIX,3,M,FALSE,Manhattan
March 05 2015,Bichon Frise,2,M,FALSE,Manhattan
March 06 2015,Labrador Retriever,2,M,FALSE,Manhattan
March 06 2015,Cairn Terrier,1,F,TRUE,Manhattan
March 06 2015,MUTT,1,M,TRUE,Manhattan
March 09 2015,American Pit Bull Mix / Pit Bull Mix,1,F,FALSE,Manhattan
March 12 2015,Pit Bull,5,F,TRUE,Manhattan
March 12 2015,Boston Terrier,5,M,TRUE,Manhattan
March 13 2015,American Pit Bull Mix / Pit Bull Mix,2,F,TRUE,Manhattan
March 16 2015,AMERICAN BULLDOG,3,F,TRUE,Manhattan
March 11 2015,CHOW/GOLDEN RETRIEVER,7,M,TRUE,Manhattan
March 16 2015,Puggle,9,M,TRUE,Manhattan
March 18 2015,Havanese,9,M,TRUE,Manhattan
March 18 2015,Maltese,1,F,FALSE,Manhattan
March 13 2015,BORDER COLLIE MIX,3,F,TRUE,Manhattan
March 21 2015,DACHSHUND,11,F,TRUE,Manhattan
March 23 2015,Norwich Terrier,2,M,FALSE,Manhattan
March 21 2015,Bull Dog; French,10,M,FALSE,Manhattan
March 21 2015,Pit Bull,10,M,FALSE,Manhattan
March 25 2015,Shih Tzu,10,M,FALSE,Manhattan
March 25 2015,Maltese,3,F,FALSE,Manhattan
March 24 2015,Shih Tzu,1,M,TRUE,Manhattan
March 26 2015,Pit Bull,1,F,FALSE,Manhattan
March 17 2015,Pit Bull,5,F,TRUE,Manhattan
March 26 2015,Bull dog,10,M,FALSE,Manhattan
April 01 2015,Bichon Frise,1,F,TRUE,Manhattan
March 31 2015,DANDIE DINMONT TERRIER,1,M,FALSE,Manhattan
March 31 2015,Dachshund; Long Haired,2,M,TRUE,Manhattan
April 01 2015,BASENJI MIX,10,M,TRUE,Manhattan
March 31 2015,Yorkshire Terrier,4,M,FALSE,Manhattan
April 04 2015,Pit Bull,2,M,FALSE,Manhattan
April 05 2015,Pit Bull,4,F,FALSE,Manhattan
April 04 2015,Shiba Inu,1,M,TRUE,Manhattan
April 06 2015,Pit Bull,1,M,FALSE,Manhattan
February 27 2015,BLACK MOUTH CUR,4,M,FALSE,Manhattan
April 05 2015,Labrador Retriever Crossbreed,3,M,FALSE,Manhattan
April 04 2015,German Shepherd,2,M,TRUE,Manhattan
April 04 2015,Chihuahua,5,M,FALSE,Manhattan
April 05 2015,Jack Russ,6,M,FALSE,Manhattan
April 01 2015,American Pit Bull Mix / Pit Bull Mix,1,F,FALSE,Manhattan
April 07 2015,Belgian Malinois,3,M,TRUE,Manhattan
April 10 2015,West High White Terrier,2,M,FALSE,Manhattan
April 12 2015,Pit Bull,3,M,FALSE,Manhattan
April 02 2015,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Manhattan
April 12 2015,Pit Bull,3,M,FALSE,Manhattan
March 31 2015,Chihuahua,3,M,FALSE,Manhattan
April 08 2015,Chihuahua,5,M,TRUE,Manhattan
April 01 2015,Lhasa Apso,7,M,TRUE,Manhattan
April 15 2015,Yorkshire Terrier,12,F,TRUE,Manhattan
April 16 2015,Labrador Retriever Crossbreed,2,F,TRUE,Manhattan
April 18 2015,Mixed/Other,6,M,TRUE,Manhattan
April 19 2015,BOXER MIX,6,M,TRUE,Manhattan
April 19 2015,Lhasa Apso,2,M,FALSE,Manhattan
April 20 2015,Chihuahua,6,M,FALSE,Manhattan
April 20 2015,CHIHUAHUA/ JACK RUSSELL TERRIER,5,M,FALSE,Manhattan
April 19 2015,SHEPERD,1,M,TRUE,Manhattan
April 05 2015,Shih Tzu,6,M,TRUE,Manhattan
April 11 2015,Labrador Retriever,10,M,FALSE,Manhattan
April 23 2015,Golden Retriever,5,M,TRUE,Manhattan
April 22 2015,American Staffordshire Terrier,6,F,FALSE,Manhattan
April 21 2015,German Shepherd Crossbreed,5,M,TRUE,Manhattan
